ubigeo,departamento,provincia,distrito,tipo_area,poblacion,anio
020906,Áncash,Corongo,Yanac,Total,672,2017
020907,Áncash,Corongo,Yupan,Urbano,689,2017
020907,Áncash,Corongo,Yupan,Rural,45,2017
020907,Áncash,Corongo,Yupan,Total,735,2017
021001,Áncash,Huari,Huari,Urbano,6247,2017
021001,Áncash,Huari,Huari,Rural,3452,2017
021001,Áncash,Huari,Huari,Total,9699,2017
021002,Áncash,Huari,Anra,Urbano,307,2017
021002,Áncash,Huari,Anra,Rural,1164,2017
021002,Áncash,Huari,Anra,Total,1472,2017
021003,Áncash,Huari,Cajay,Urbano,683,2017
021003,Áncash,Huari,Cajay,Rural,2023,2017
021003,Áncash,Huari,Cajay,Total,2707,2017
021004,Áncash,Huari,Chavin de Huantar,Urbano,2413,2017
021004,Áncash,Huari,Chavin de Huantar,Rural,6096,2017
021004,Áncash,Huari,Chavin de Huantar,Total,8509,2017
021005,Áncash,Huari,Huacachi,Urbano,808,2017
021005,Áncash,Huari,Huacachi,Rural,1067,2017
021005,Áncash,Huari,Huacachi,Total,1876,2017
021006,Áncash,Huari,Huacchis,Urbano,1017,2017
021006,Áncash,Huari,Huacchis,Rural,485,2017
021006,Áncash,Huari,Huacchis,Total,1502,2017
021007,Áncash,Huari,Huachis,Urbano,1626,2017
021007,Áncash,Huari,Huachis,Rural,1962,2017
021007,Áncash,Huari,Huachis,Total,3588,2017
021008,Áncash,Huari,Huantar,Urbano,976,2017
021008,Áncash,Huari,Huantar,Rural,1795,2017
021008,Áncash,Huari,Huantar,Total,2771,2017
021009,Áncash,Huari,Masin,Urbano,833,2017
021009,Áncash,Huari,Masin,Rural,618,2017
021009,Áncash,Huari,Masin,Total,1451,2017
021010,Áncash,Huari,Paucas,Urbano,1305,2017
021010,Áncash,Huari,Paucas,Rural,333,2017
021010,Áncash,Huari,Paucas,Total,1639,2017
021011,Áncash,Huari,Ponto,Urbano,956,2017
021011,Áncash,Huari,Ponto,Rural,1883,2017
021011,Áncash,Huari,Ponto,Total,2839,2017
021012,Áncash,Huari,Rahuapampa,Urbano,521,2017
021012,Áncash,Huari,Rahuapampa,Rural,219,2017
021012,Áncash,Huari,Rahuapampa,Total,741,2017
021013,Áncash,Huari,Rapayan,Urbano,699,2017
021013,Áncash,Huari,Rapayan,Rural,801,2017
021013,Áncash,Huari,Rapayan,Total,1501,2017
021014,Áncash,Huari,San Marcos,Urbano,4739,2017
021014,Áncash,Huari,San Marcos,Rural,13205,2017
021014,Áncash,Huari,San Marcos,Total,17945,2017
021015,Áncash,Huari,San Pedro de Chana,Urbano,1101,2017
021015,Áncash,Huari,San Pedro de Chana,Rural,1561,2017
021015,Áncash,Huari,San Pedro de Chana,Total,2662,2017
021016,Áncash,Huari,Uco,Urbano,716,2017
021016,Áncash,Huari,Uco,Rural,651,2017
021016,Áncash,Huari,Uco,Total,1368,2017
021101,Áncash,Huarmey,Huarmey,Urbano,22525,2017
021101,Áncash,Huarmey,Huarmey,Rural,3064,2017
021101,Áncash,Huarmey,Huarmey,Total,25590,2017
021102,Áncash,Huarmey,Cochapeti,Urbano,246,2017
021102,Áncash,Huarmey,Cochapeti,Rural,570,2017
021102,Áncash,Huarmey,Cochapeti,Total,816,2017
021103,Áncash,Huarmey,Culebras,Urbano,1802,2017
021103,Áncash,Huarmey,Culebras,Rural,1502,2017
021103,Áncash,Huarmey,Culebras,Total,3304,2017
021104,Áncash,Huarmey,Huayan,Urbano,398,2017
021104,Áncash,Huarmey,Huayan,Rural,574,2017
021104,Áncash,Huarmey,Huayan,Total,973,2017
021105,Áncash,Huarmey,Malvas,Urbano,360,2017
021105,Áncash,Huarmey,Malvas,Rural,443,2017
021105,Áncash,Huarmey,Malvas,Total,804,2017
021201,Áncash,Huaylas,Caraz,Urbano,15943,2017
021201,Áncash,Huaylas,Caraz,Rural,9968,2017
021201,Áncash,Huaylas,Caraz,Total,25912,2017
021202,Áncash,Huaylas,Huallanca,Urbano,550,2017
021202,Áncash,Huaylas,Huallanca,Rural,511,2017
021202,Áncash,Huaylas,Huallanca,Total,1062,2017
021203,Áncash,Huaylas,Huata,Urbano,225,2017
021203,Áncash,Huaylas,Huata,Rural,1193,2017
021203,Áncash,Huaylas,Huata,Total,1419,2017
021204,Áncash,Huaylas,Huaylas,Urbano,410,2017
021204,Áncash,Huaylas,Huaylas,Rural,1305,2017
021204,Áncash,Huaylas,Huaylas,Total,1716,2017
021205,Áncash,Huaylas,Mato,Urbano,1025,2017
021205,Áncash,Huaylas,Mato,Rural,945,2017
021205,Áncash,Huaylas,Mato,Total,1970,2017
021206,Áncash,Huaylas,Pamparomas,Urbano,485,2017
021206,Áncash,Huaylas,Pamparomas,Rural,7990,2017
021206,Áncash,Huaylas,Pamparomas,Total,8476,2017
021207,Áncash,Huaylas,Pueblo Libre,Urbano,528,2017
021207,Áncash,Huaylas,Pueblo Libre,Rural,6358,2017
021207,Áncash,Huaylas,Pueblo Libre,Total,6887,2017
021208,Áncash,Huaylas,Santa Cruz,Urbano,732,2017
021208,Áncash,Huaylas,Santa Cruz,Rural,3850,2017
021208,Áncash,Huaylas,Santa Cruz,Total,4582,2017
021209,Áncash,Huaylas,Santo Toribio,Urbano,283,2017
021209,Áncash,Huaylas,Santo Toribio,Rural,852,2017
021209,Áncash,Huaylas,Santo Toribio,Total,1135,2017
021210,Áncash,Huaylas,Yuracmarca,Urbano,487,2017
021210,Áncash,Huaylas,Yuracmarca,Rural,1599,2017
021210,Áncash,Huaylas,Yuracmarca,Total,2086,2017
021301,Áncash,Mariscal Luzuriaga,Piscobamba,Urbano,1508,2017
021301,Áncash,Mariscal Luzuriaga,Piscobamba,Rural,1670,2017
021301,Áncash,Mariscal Luzuriaga,Piscobamba,Total,3179,2017
021302,Áncash,Mariscal Luzuriaga,Casca,Urbano,352,2017
021302,Áncash,Mariscal Luzuriaga,Casca,Rural,3673,2017
021302,Áncash,Mariscal Luzuriaga,Casca,Total,4025,2017
021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barron,Urbano,155,2017
021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barron,Rural,1229,2017
021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barron,Total,1384,2017
021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,Urbano,175,2017
021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,Rural,1854,2017
021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,Total,2029,2017
021305,Áncash,Mariscal Luzuriaga,Llama,Urbano,152,2017
021305,Áncash,Mariscal Luzuriaga,Llama,Rural,917,2017
021305,Áncash,Mariscal Luzuriaga,Llama,Total,1069,2017
021306,Áncash,Mariscal Luzuriaga,Llumpa,Urbano,371,2017
021306,Áncash,Mariscal Luzuriaga,Llumpa,Rural,5819,2017
021306,Áncash,Mariscal Luzuriaga,Llumpa,Total,6191,2017
021307,Áncash,Mariscal Luzuriaga,Lucma,Urbano,131,2017
021307,Áncash,Mariscal Luzuriaga,Lucma,Rural,2769,2017
021307,Áncash,Mariscal Luzuriaga,Lucma,Total,2901,2017
021308,Áncash,Mariscal Luzuriaga,Musga,Urbano,338,2017
021308,Áncash,Mariscal Luzuriaga,Musga,Rural,696,2017
021308,Áncash,Mariscal Luzuriaga,Musga,Total,1035,2017
021401,Áncash,Ocros,Ocros,Urbano,878,2017
021401,Áncash,Ocros,Ocros,Rural,405,2017
021401,Áncash,Ocros,Ocros,Total,1283,2017
021402,Áncash,Ocros,Acas,Urbano,362,2017
021402,Áncash,Ocros,Acas,Rural,340,2017
021402,Áncash,Ocros,Acas,Total,703,2017
021403,Áncash,Ocros,Cajamarquilla,Urbano,312,2017
021403,Áncash,Ocros,Cajamarquilla,Rural,8,2017
021403,Áncash,Ocros,Cajamarquilla,Total,320,2017
021404,Áncash,Ocros,Carhuapampa,Urbano,459,2017
021404,Áncash,Ocros,Carhuapampa,Rural,38,2017
021404,Áncash,Ocros,Carhuapampa,Total,498,2017
021405,Áncash,Ocros,Cochas,Urbano,483,2017
021405,Áncash,Ocros,Cochas,Rural,1028,2017
021405,Áncash,Ocros,Cochas,Total,1512,2017
021406,Áncash,Ocros,Congas,Urbano,945,2017
021406,Áncash,Ocros,Congas,Rural,348,2017
021406,Áncash,Ocros,Congas,Total,1294,2017
021407,Áncash,Ocros,Llipa,Urbano,274,2017
021407,Áncash,Ocros,Llipa,Rural,26,2017
021407,Áncash,Ocros,Llipa,Total,300,2017
021408,Áncash,Ocros,San Cristóbal de Rajan,Urbano,350,2017
021408,Áncash,Ocros,San Cristóbal de Rajan,Rural,112,2017
021408,Áncash,Ocros,San Cristóbal de Rajan,Total,463,2017
021409,Áncash,Ocros,San Pedro,Urbano,241,2017
021409,Áncash,Ocros,San Pedro,Rural,428,2017
021409,Áncash,Ocros,San Pedro,Total,669,2017
021410,Áncash,Ocros,Santiago de Chilcas,Urbano,316,2017
021410,Áncash,Ocros,Santiago de Chilcas,Rural,128,2017
021410,Áncash,Ocros,Santiago de Chilcas,Total,445,2017
021501,Áncash,Pallasca,Cabana,Urbano,1961,2017
021501,Áncash,Pallasca,Cabana,Rural,647,2017
021501,Áncash,Pallasca,Cabana,Total,2609,2017
021502,Áncash,Pallasca,Bolognesi,Urbano,374,2017
021502,Áncash,Pallasca,Bolognesi,Rural,696,2017
021502,Áncash,Pallasca,Bolognesi,Total,1071,2017
021503,Áncash,Pallasca,Conchucos,Urbano,4435,2017
021503,Áncash,Pallasca,Conchucos,Rural,3389,2017
021503,Áncash,Pallasca,Conchucos,Total,7825,2017
021504,Áncash,Pallasca,Huacaschuque,Urbano,221,2017
021504,Áncash,Pallasca,Huacaschuque,Rural,331,2017
021504,Áncash,Pallasca,Huacaschuque,Total,553,2017
021505,Áncash,Pallasca,Huandoval,Urbano,720,2017
021505,Áncash,Pallasca,Huandoval,Rural,362,2017
021505,Áncash,Pallasca,Huandoval,Total,1083,2017
021506,Áncash,Pallasca,Lacabamba,Urbano,303,2017
021506,Áncash,Pallasca,Lacabamba,Rural,234,2017
021506,Áncash,Pallasca,Lacabamba,Total,537,2017
021507,Áncash,Pallasca,Llapo,Urbano,615,2017
021507,Áncash,Pallasca,Llapo,Rural,15,2017
021507,Áncash,Pallasca,Llapo,Total,630,2017
021508,Áncash,Pallasca,Pallasca,Urbano,1036,2017
021508,Áncash,Pallasca,Pallasca,Rural,1480,2017
021508,Áncash,Pallasca,Pallasca,Total,2517,2017
021509,Áncash,Pallasca,Pampas,Urbano,2645,2017
021509,Áncash,Pallasca,Pampas,Rural,1559,2017
021509,Áncash,Pallasca,Pampas,Total,4204,2017
021510,Áncash,Pallasca,Santa Rosa,Urbano,336,2017
021510,Áncash,Pallasca,Santa Rosa,Rural,798,2017
021510,Áncash,Pallasca,Santa Rosa,Total,1135,2017
021511,Áncash,Pallasca,Tauca,Urbano,1376,2017
021511,Áncash,Pallasca,Tauca,Rural,1483,2017
021511,Áncash,Pallasca,Tauca,Total,2860,2017
021601,Áncash,Pomabamba,Pomabamba,Urbano,5754,2017
021601,Áncash,Pomabamba,Pomabamba,Rural,9001,2017
021601,Áncash,Pomabamba,Pomabamba,Total,14756,2017
021602,Áncash,Pomabamba,Huayllan,Urbano,516,2017
021602,Áncash,Pomabamba,Huayllan,Rural,2615,2017
021602,Áncash,Pomabamba,Huayllan,Total,3132,2017
021603,Áncash,Pomabamba,Parobamba,Urbano,1086,2017
021603,Áncash,Pomabamba,Parobamba,Rural,5302,2017
021603,Áncash,Pomabamba,Parobamba,Total,6388,2017
021604,Áncash,Pomabamba,Quinuabamba,Urbano,235,2017
021604,Áncash,Pomabamba,Quinuabamba,Rural,2092,2017
021604,Áncash,Pomabamba,Quinuabamba,Total,2328,2017
021701,Áncash,Recuay,Recuay,Urbano,3294,2017
021701,Áncash,Recuay,Recuay,Rural,1311,2017
021701,Áncash,Recuay,Recuay,Total,4606,2017
021702,Áncash,Recuay,Catac,Urbano,2778,2017
021702,Áncash,Recuay,Catac,Rural,1259,2017
021702,Áncash,Recuay,Catac,Total,4038,2017
021703,Áncash,Recuay,Cotaparaco,Urbano,379,2017
021703,Áncash,Recuay,Cotaparaco,Rural,48,2017
021703,Áncash,Recuay,Cotaparaco,Total,427,2017
021704,Áncash,Recuay,Huayllapampa,Urbano,352,2017
021704,Áncash,Recuay,Huayllapampa,Rural,311,2017
021704,Áncash,Recuay,Huayllapampa,Total,664,2017
021705,Áncash,Recuay,Llacllin,Urbano,758,2017
021705,Áncash,Recuay,Llacllin,Rural,186,2017
021705,Áncash,Recuay,Llacllin,Total,944,2017
021706,Áncash,Recuay,Marca,Urbano,1569,2017
021706,Áncash,Recuay,Marca,Rural,126,2017
021706,Áncash,Recuay,Marca,Total,1696,2017
021707,Áncash,Recuay,Pampas Chico,Urbano,562,2017
021707,Áncash,Recuay,Pampas Chico,Rural,407,2017
021707,Áncash,Recuay,Pampas Chico,Total,969,2017
021708,Áncash,Recuay,Pararin,Urbano,418,2017
021708,Áncash,Recuay,Pararin,Rural,1184,2017
021708,Áncash,Recuay,Pararin,Total,1603,2017
021709,Áncash,Recuay,Tapacocha,Urbano,301,2017
021709,Áncash,Recuay,Tapacocha,Rural,146,2017
021709,Áncash,Recuay,Tapacocha,Total,448,2017
021710,Áncash,Recuay,Ticapampa,Urbano,1781,2017
021710,Áncash,Recuay,Ticapampa,Rural,886,2017
021710,Áncash,Recuay,Ticapampa,Total,2668,2017
021801,Áncash,Santa,Chimbote,Urbano,205666,2017
021801,Áncash,Santa,Chimbote,Rural,8205,2017
021801,Áncash,Santa,Chimbote,Total,213872,2017
021802,Áncash,Santa,Cáceres del Perú,Urbano,1068,2017
021802,Áncash,Santa,Cáceres del Perú,Rural,3720,2017
021802,Áncash,Santa,Cáceres del Perú,Total,4788,2017
021803,Áncash,Santa,Coishco,Urbano,16653,2017
021803,Áncash,Santa,Coishco,Total,16653,2017
021804,Áncash,Santa,Macate,Urbano,378,2017
021804,Áncash,Santa,Macate,Rural,2961,2017
021804,Áncash,Santa,Macate,Total,3340,2017
021805,Áncash,Santa,Moro,Urbano,4402,2017
021805,Áncash,Santa,Moro,Rural,3908,2017
021805,Áncash,Santa,Moro,Total,8311,2017
021806,Áncash,Santa,Nepeña,Urbano,13466,2017
021806,Áncash,Santa,Nepeña,Rural,946,2017
021806,Áncash,Santa,Nepeña,Total,14413,2017
021807,Áncash,Santa,Samanco,Urbano,3750,2017
021807,Áncash,Santa,Samanco,Rural,1170,2017
021807,Áncash,Santa,Samanco,Total,4921,2017
021808,Áncash,Santa,Santa,Urbano,19400,2017
021808,Áncash,Santa,Santa,Rural,1905,2017
021808,Áncash,Santa,Santa,Total,21306,2017
021809,Áncash,Santa,Nuevo Chimbote,Urbano,162584,2017
021809,Áncash,Santa,Nuevo Chimbote,Rural,994,2017
021809,Áncash,Santa,Nuevo Chimbote,Total,163579,2017
021901,Áncash,Sihuas,Sihuas,Urbano,4436,2017
021901,Áncash,Sihuas,Sihuas,Rural,1162,2017
021901,Áncash,Sihuas,Sihuas,Total,5598,2017
021902,Áncash,Sihuas,Acobamba,Urbano,845,2017
021902,Áncash,Sihuas,Acobamba,Rural,849,2017
021902,Áncash,Sihuas,Acobamba,Total,1694,2017
021903,Áncash,Sihuas,Alfonso Ugarte,Urbano,214,2017
021903,Áncash,Sihuas,Alfonso Ugarte,Rural,352,2017
021903,Áncash,Sihuas,Alfonso Ugarte,Total,567,2017
021904,Áncash,Sihuas,Cashapampa,Urbano,667,2017
021904,Áncash,Sihuas,Cashapampa,Rural,2268,2017
021904,Áncash,Sihuas,Cashapampa,Total,2935,2017
021905,Áncash,Sihuas,Chingalpo,Urbano,481,2017
021905,Áncash,Sihuas,Chingalpo,Rural,468,2017
021905,Áncash,Sihuas,Chingalpo,Total,949,2017
021906,Áncash,Sihuas,Huayllabamba,Urbano,1094,2017
021906,Áncash,Sihuas,Huayllabamba,Rural,2667,2017
021906,Áncash,Sihuas,Huayllabamba,Total,3762,2017
021907,Áncash,Sihuas,Quiches,Urbano,575,2017
021907,Áncash,Sihuas,Quiches,Rural,1871,2017
021907,Áncash,Sihuas,Quiches,Total,2447,2017
021908,Áncash,Sihuas,Ragash,Urbano,370,2017
021908,Áncash,Sihuas,Ragash,Rural,2076,2017
021908,Áncash,Sihuas,Ragash,Total,2447,2017
021909,Áncash,Sihuas,San Juan,Urbano,651,2017
021909,Áncash,Sihuas,San Juan,Rural,6070,2017
021909,Áncash,Sihuas,San Juan,Total,6722,2017
021910,Áncash,Sihuas,Sicsibamba,Urbano,723,2017
021910,Áncash,Sihuas,Sicsibamba,Rural,837,2017
021910,Áncash,Sihuas,Sicsibamba,Total,1560,2017
022001,Áncash,Yungay,Yungay,Urbano,10217,2017
022001,Áncash,Yungay,Yungay,Rural,11359,2017
022001,Áncash,Yungay,Yungay,Total,21577,2017
022002,Áncash,Yungay,Cascapara,Urbano,167,2017
022002,Áncash,Yungay,Cascapara,Rural,1580,2017
022002,Áncash,Yungay,Cascapara,Total,1748,2017
022003,Áncash,Yungay,Mancos,Urbano,2461,2017
022003,Áncash,Yungay,Mancos,Rural,4401,2017
022003,Áncash,Yungay,Mancos,Total,6862,2017
022004,Áncash,Yungay,Matacoto,Urbano,352,2017
022004,Áncash,Yungay,Matacoto,Rural,1143,2017
022004,Áncash,Yungay,Matacoto,Total,1495,2017
022005,Áncash,Yungay,Quillo,Urbano,1392,2017
022005,Áncash,Yungay,Quillo,Rural,11368,2017
022005,Áncash,Yungay,Quillo,Total,12761,2017
022006,Áncash,Yungay,Ranrahirca,Urbano,1076,2017
022006,Áncash,Yungay,Ranrahirca,Rural,1822,2017
022006,Áncash,Yungay,Ranrahirca,Total,2898,2017
022007,Áncash,Yungay,Shupluy,Urbano,210,2017
022007,Áncash,Yungay,Shupluy,Rural,1744,2017
022007,Áncash,Yungay,Shupluy,Total,1955,2017
022008,Áncash,Yungay,Yanama,Urbano,465,2017
022008,Áncash,Yungay,Yanama,Rural,5135,2017
022008,Áncash,Yungay,Yanama,Total,5601,2017
030101,Apurímac,Abancay,Abancay,Urbano,64873,2017
030101,Apurímac,Abancay,Abancay,Rural,6386,2017
030101,Apurímac,Abancay,Abancay,Total,71259,2017
030102,Apurímac,Abancay,Chacoche,Urbano,1073,2017
030102,Apurímac,Abancay,Chacoche,Rural,322,2017
030102,Apurímac,Abancay,Chacoche,Total,1396,2017
030103,Apurímac,Abancay,Circa,Urbano,379,2017
030103,Apurímac,Abancay,Circa,Rural,1572,2017
030103,Apurímac,Abancay,Circa,Total,1951,2017
030104,Apurímac,Abancay,Curahuasi,Urbano,7485,2017
030104,Apurímac,Abancay,Curahuasi,Rural,9579,2017
030104,Apurímac,Abancay,Curahuasi,Total,17064,2017
030105,Apurímac,Abancay,Huanipaca,Urbano,650,2017
030105,Apurímac,Abancay,Huanipaca,Rural,2418,2017
030105,Apurímac,Abancay,Huanipaca,Total,3068,2017
030106,Apurímac,Abancay,Lambrama,Urbano,1189,2017
030106,Apurímac,Abancay,Lambrama,Rural,1979,2017
030106,Apurímac,Abancay,Lambrama,Total,3169,2017
030107,Apurímac,Abancay,Pichirhua,Urbano,521,2017
030107,Apurímac,Abancay,Pichirhua,Rural,2406,2017
030107,Apurímac,Abancay,Pichirhua,Total,2927,2017
030108,Apurímac,Abancay,San Pedro de Cachora,Urbano,776,2017
030108,Apurímac,Abancay,San Pedro de Cachora,Rural,1902,2017
030108,Apurímac,Abancay,San Pedro de Cachora,Total,2678,2017
030109,Apurímac,Abancay,Tamburco,Urbano,9359,2017
030109,Apurímac,Abancay,Tamburco,Rural,1844,2017
030109,Apurímac,Abancay,Tamburco,Total,11204,2017
030201,Apurímac,Andahuaylas,Andahuaylas,Urbano,35499,2017
030201,Apurímac,Andahuaylas,Andahuaylas,Rural,8060,2017
030201,Apurímac,Andahuaylas,Andahuaylas,Total,43559,2017
030202,Apurímac,Andahuaylas,Andarapa,Urbano,1419,2017
030202,Apurímac,Andahuaylas,Andarapa,Rural,4337,2017
030202,Apurímac,Andahuaylas,Andarapa,Total,5756,2017
030203,Apurímac,Andahuaylas,Chiara,Urbano,764,2017
030203,Apurímac,Andahuaylas,Chiara,Rural,473,2017
030203,Apurímac,Andahuaylas,Chiara,Total,1237,2017
030204,Apurímac,Andahuaylas,Huancarama,Urbano,3054,2017
030204,Apurímac,Andahuaylas,Huancarama,Rural,2399,2017
030204,Apurímac,Andahuaylas,Huancarama,Total,5453,2017
030205,Apurímac,Andahuaylas,Huancaray,Urbano,452,2017
030205,Apurímac,Andahuaylas,Huancaray,Rural,3512,2017
030205,Apurímac,Andahuaylas,Huancaray,Total,3964,2017
030206,Apurímac,Andahuaylas,Huayana,Urbano,502,2017
030206,Apurímac,Andahuaylas,Huayana,Rural,290,2017
030206,Apurímac,Andahuaylas,Huayana,Total,793,2017
030207,Apurímac,Andahuaylas,Kishuara,Urbano,1551,2017
030207,Apurímac,Andahuaylas,Kishuara,Rural,4901,2017
030207,Apurímac,Andahuaylas,Kishuara,Total,6453,2017
030208,Apurímac,Andahuaylas,Pacobamba,Urbano,487,2017
030208,Apurímac,Andahuaylas,Pacobamba,Rural,3130,2017
030208,Apurímac,Andahuaylas,Pacobamba,Total,3618,2017
030209,Apurímac,Andahuaylas,Pacucha,Urbano,1114,2017
030209,Apurímac,Andahuaylas,Pacucha,Rural,7566,2017
030209,Apurímac,Andahuaylas,Pacucha,Total,8681,2017
030210,Apurímac,Andahuaylas,Pampachiri,Urbano,671,2017
030210,Apurímac,Andahuaylas,Pampachiri,Rural,1646,2017
030210,Apurímac,Andahuaylas,Pampachiri,Total,2317,2017
030211,Apurímac,Andahuaylas,Pomacocha,Urbano,658,2017
030211,Apurímac,Andahuaylas,Pomacocha,Rural,252,2017
030211,Apurímac,Andahuaylas,Pomacocha,Total,910,2017
030212,Apurímac,Andahuaylas,San Antonio de Cachi,Urbano,1498,2017
030212,Apurímac,Andahuaylas,San Antonio de Cachi,Rural,1548,2017
030212,Apurímac,Andahuaylas,San Antonio de Cachi,Total,3047,2017
030213,Apurímac,Andahuaylas,San Jerónimo,Urbano,12816,2017
030213,Apurímac,Andahuaylas,San Jerónimo,Rural,9098,2017
030213,Apurímac,Andahuaylas,San Jerónimo,Total,21914,2017
030214,Apurímac,Andahuaylas,San Miguel de Chaccrampa,Urbano,662,2017
030214,Apurímac,Andahuaylas,San Miguel de Chaccrampa,Rural,1031,2017
030214,Apurímac,Andahuaylas,San Miguel de Chaccrampa,Total,1693,2017
030215,Apurímac,Andahuaylas,Santa María de Chicmo,Urbano,4540,2017
030215,Apurímac,Andahuaylas,Santa María de Chicmo,Rural,4229,2017
030215,Apurímac,Andahuaylas,Santa María de Chicmo,Total,8769,2017
030216,Apurímac,Andahuaylas,Talavera,Urbano,11764,2017
030216,Apurímac,Andahuaylas,Talavera,Rural,7486,2017
030216,Apurímac,Andahuaylas,Talavera,Total,19251,2017
030217,Apurímac,Andahuaylas,Tumay Huaraca,Urbano,538,2017
030217,Apurímac,Andahuaylas,Tumay Huaraca,Rural,1426,2017
030217,Apurímac,Andahuaylas,Tumay Huaraca,Total,1964,2017
030218,Apurímac,Andahuaylas,Turpo,Urbano,1184,2017
030218,Apurímac,Andahuaylas,Turpo,Rural,2630,2017
030218,Apurímac,Andahuaylas,Turpo,Total,3815,2017
030219,Apurímac,Andahuaylas,Kaquiabamba,Urbano,1195,2017
030219,Apurímac,Andahuaylas,Kaquiabamba,Rural,680,2017
030219,Apurímac,Andahuaylas,Kaquiabamba,Total,1875,2017
030220,Apurímac,Andahuaylas,José María Arguedas,Urbano,2936,2017
030220,Apurímac,Andahuaylas,José María Arguedas,Rural,1249,2017
030220,Apurímac,Andahuaylas,José María Arguedas,Total,4185,2017
030301,Apurímac,Antabamba,Antabamba,Urbano,2160,2017
030301,Apurímac,Antabamba,Antabamba,Rural,764,2017
030301,Apurímac,Antabamba,Antabamba,Total,2924,2017
030302,Apurímac,Antabamba,El Oro,Urbano,460,2017
030302,Apurímac,Antabamba,El Oro,Rural,116,2017
030302,Apurímac,Antabamba,El Oro,Total,576,2017
030303,Apurímac,Antabamba,Huaquirca,Urbano,1282,2017
030303,Apurímac,Antabamba,Huaquirca,Rural,626,2017
030303,Apurímac,Antabamba,Huaquirca,Total,1908,2017
030304,Apurímac,Antabamba,Juan Espinoza Medrano,Urbano,1599,2017
030304,Apurímac,Antabamba,Juan Espinoza Medrano,Rural,188,2017
030304,Apurímac,Antabamba,Juan Espinoza Medrano,Total,1787,2017
030305,Apurímac,Antabamba,Oropesa,Urbano,1739,2017
030305,Apurímac,Antabamba,Oropesa,Rural,662,2017
030305,Apurímac,Antabamba,Oropesa,Total,2401,2017
030306,Apurímac,Antabamba,Pachaconas,Urbano,1007,2017
030306,Apurímac,Antabamba,Pachaconas,Rural,91,2017
030306,Apurímac,Antabamba,Pachaconas,Total,1099,2017
030307,Apurímac,Antabamba,Sabaino,Urbano,949,2017
030307,Apurímac,Antabamba,Sabaino,Rural,211,2017
030307,Apurímac,Antabamba,Sabaino,Total,1160,2017
030401,Apurímac,Aymaraes,Chalhuanca,Urbano,4390,2017
030401,Apurímac,Aymaraes,Chalhuanca,Rural,683,2017
030401,Apurímac,Aymaraes,Chalhuanca,Total,5073,2017
030402,Apurímac,Aymaraes,Capaya,Urbano,244,2017
030402,Apurímac,Aymaraes,Capaya,Rural,376,2017
030402,Apurímac,Aymaraes,Capaya,Total,621,2017
030403,Apurímac,Aymaraes,Caraybamba,Urbano,940,2017
030403,Apurímac,Aymaraes,Caraybamba,Rural,48,2017
030403,Apurímac,Aymaraes,Caraybamba,Total,988,2017
030404,Apurímac,Aymaraes,Chapimarca,Urbano,1020,2017
030404,Apurímac,Aymaraes,Chapimarca,Rural,951,2017
030404,Apurímac,Aymaraes,Chapimarca,Total,1972,2017
030405,Apurímac,Aymaraes,Colcabamba,Urbano,501,2017
030405,Apurímac,Aymaraes,Colcabamba,Rural,227,2017
030405,Apurímac,Aymaraes,Colcabamba,Total,729,2017
030406,Apurímac,Aymaraes,Cotaruse,Urbano,882,2017
030406,Apurímac,Aymaraes,Cotaruse,Rural,1872,2017
030406,Apurímac,Aymaraes,Cotaruse,Total,2754,2017
030407,Apurímac,Aymaraes,Ihuayllo,Urbano,167,2017
030407,Apurímac,Aymaraes,Ihuayllo,Rural,316,2017
030407,Apurímac,Aymaraes,Ihuayllo,Total,484,2017
030408,Apurímac,Aymaraes,Justo Apu Sahuaraura,Urbano,234,2017
030408,Apurímac,Aymaraes,Justo Apu Sahuaraura,Rural,546,2017
030408,Apurímac,Aymaraes,Justo Apu Sahuaraura,Total,780,2017
030409,Apurímac,Aymaraes,Lucre,Urbano,352,2017
030409,Apurímac,Aymaraes,Lucre,Rural,1260,2017
030409,Apurímac,Aymaraes,Lucre,Total,1613,2017
