ubigeo,departamento,provincia,distrito,tipo_area,poblacion,anio
100601,Huánuco,Leoncio Prado,Rupa-Rupa,Urbano,53361,2017
100601,Huánuco,Leoncio Prado,Rupa-Rupa,Rural,1976,2017
100601,Huánuco,Leoncio Prado,Rupa-Rupa,Total,55338,2017
100602,Huánuco,Leoncio Prado,Daniel Alomía Robles,Urbano,1136,2017
100602,Huánuco,Leoncio Prado,Daniel Alomía Robles,Rural,5706,2017
100602,Huánuco,Leoncio Prado,Daniel Alomía Robles,Total,6843,2017
100603,Huánuco,Leoncio Prado,Hermílio Valdizan,Urbano,316,2017
100603,Huánuco,Leoncio Prado,Hermílio Valdizan,Rural,3408,2017
100603,Huánuco,Leoncio Prado,Hermílio Valdizan,Total,3724,2017
100604,Huánuco,Leoncio Prado,José Crespo y Castillo,Urbano,17637,2017
100604,Huánuco,Leoncio Prado,José Crespo y Castillo,Rural,5568,2017
100604,Huánuco,Leoncio Prado,José Crespo y Castillo,Total,23205,2017
100605,Huánuco,Leoncio Prado,Luyando,Urbano,5043,2017
100605,Huánuco,Leoncio Prado,Luyando,Rural,4286,2017
100605,Huánuco,Leoncio Prado,Luyando,Total,9329,2017
100606,Huánuco,Leoncio Prado,Mariano Damaso Beraun,Urbano,4517,2017
100606,Huánuco,Leoncio Prado,Mariano Damaso Beraun,Rural,6301,2017
100606,Huánuco,Leoncio Prado,Mariano Damaso Beraun,Total,10818,2017
100607,Huánuco,Leoncio Prado,Pucayacu,Urbano,907,2017
100607,Huánuco,Leoncio Prado,Pucayacu,Rural,3013,2017
100607,Huánuco,Leoncio Prado,Pucayacu,Total,3921,2017
100608,Huánuco,Leoncio Prado,Castillo Grande,Urbano,12419,2017
100608,Huánuco,Leoncio Prado,Castillo Grande,Rural,1174,2017
100608,Huánuco,Leoncio Prado,Castillo Grande,Total,13594,2017
100609,Huánuco,Leoncio Prado,Pueblo Nuevo,Urbano,741,2017
100609,Huánuco,Leoncio Prado,Pueblo Nuevo,Rural,3732,2017
100609,Huánuco,Leoncio Prado,Pueblo Nuevo,Total,4473,2017
100610,Huánuco,Leoncio Prado,Santo Domingo de Anda,Urbano,333,2017
100610,Huánuco,Leoncio Prado,Santo Domingo de Anda,Rural,2418,2017
100610,Huánuco,Leoncio Prado,Santo Domingo de Anda,Total,2752,2017
100701,Huánuco,Marañón,Huacrachuco,Urbano,5940,2017
100701,Huánuco,Marañón,Huacrachuco,Rural,9334,2017
100701,Huánuco,Marañón,Huacrachuco,Total,15274,2017
100702,Huánuco,Marañón,Cholon,Urbano,2372,2017
100702,Huánuco,Marañón,Cholon,Rural,3485,2017
100702,Huánuco,Marañón,Cholon,Total,5857,2017
100703,Huánuco,Marañón,San Buenaventura,Urbano,432,2017
100703,Huánuco,Marañón,San Buenaventura,Rural,1772,2017
100703,Huánuco,Marañón,San Buenaventura,Total,2204,2017
100704,Huánuco,Marañón,La Morada,Urbano,1216,2017
100704,Huánuco,Marañón,La Morada,Rural,1755,2017
100704,Huánuco,Marañón,La Morada,Total,2972,2017
100705,Huánuco,Marañón,Santa Rosa de Alto Yanajanca,Urbano,1094,2017
100705,Huánuco,Marañón,Santa Rosa de Alto Yanajanca,Rural,1287,2017
100705,Huánuco,Marañón,Santa Rosa de Alto Yanajanca,Total,2381,2017
100801,Huánuco,Pachitea,Panao,Urbano,4964,2017
100801,Huánuco,Pachitea,Panao,Rural,13598,2017
100801,Huánuco,Pachitea,Panao,Total,18562,2017
100802,Huánuco,Pachitea,Chaglla,Urbano,4497,2017
100802,Huánuco,Pachitea,Chaglla,Rural,6415,2017
100802,Huánuco,Pachitea,Chaglla,Total,10912,2017
100803,Huánuco,Pachitea,Molino,Urbano,4415,2017
100803,Huánuco,Pachitea,Molino,Rural,6811,2017
100803,Huánuco,Pachitea,Molino,Total,11227,2017
100804,Huánuco,Pachitea,Umari,Urbano,615,2017
100804,Huánuco,Pachitea,Umari,Rural,11322,2017
100804,Huánuco,Pachitea,Umari,Total,11937,2017
100901,Huánuco,Puerto Inca,Puerto Inca,Urbano,5177,2017
100901,Huánuco,Puerto Inca,Puerto Inca,Rural,5072,2017
100901,Huánuco,Puerto Inca,Puerto Inca,Total,10249,2017
100902,Huánuco,Puerto Inca,Codo del Pozuzo,Urbano,2397,2017
100902,Huánuco,Puerto Inca,Codo del Pozuzo,Rural,5370,2017
100902,Huánuco,Puerto Inca,Codo del Pozuzo,Total,7767,2017
100903,Huánuco,Puerto Inca,Honoria,Urbano,1462,2017
100903,Huánuco,Puerto Inca,Honoria,Rural,3506,2017
100903,Huánuco,Puerto Inca,Honoria,Total,4969,2017
100904,Huánuco,Puerto Inca,Tournavista,Urbano,1495,2017
100904,Huánuco,Puerto Inca,Tournavista,Rural,4723,2017
100904,Huánuco,Puerto Inca,Tournavista,Total,6219,2017
100905,Huánuco,Puerto Inca,Yuyapichis,Urbano,1380,2017
100905,Huánuco,Puerto Inca,Yuyapichis,Rural,5246,2017
100905,Huánuco,Puerto Inca,Yuyapichis,Total,6626,2017
101001,Huánuco,Lauricocha,Jesús,Urbano,2371,2017
101001,Huánuco,Lauricocha,Jesús,Rural,1990,2017
101001,Huánuco,Lauricocha,Jesús,Total,4361,2017
101002,Huánuco,Lauricocha,Baños,Urbano,975,2017
101002,Huánuco,Lauricocha,Baños,Rural,1110,2017
101002,Huánuco,Lauricocha,Baños,Total,2085,2017
101003,Huánuco,Lauricocha,Jivia,Urbano,356,2017
101003,Huánuco,Lauricocha,Jivia,Rural,705,2017
101003,Huánuco,Lauricocha,Jivia,Total,1062,2017
101004,Huánuco,Lauricocha,Queropalca,Urbano,779,2017
101004,Huánuco,Lauricocha,Queropalca,Rural,275,2017
101004,Huánuco,Lauricocha,Queropalca,Total,1055,2017
101005,Huánuco,Lauricocha,Rondos,Urbano,1220,2017
101005,Huánuco,Lauricocha,Rondos,Rural,2577,2017
101005,Huánuco,Lauricocha,Rondos,Total,3797,2017
101006,Huánuco,Lauricocha,San Francisco de Asís,Urbano,771,2017
101006,Huánuco,Lauricocha,San Francisco de Asís,Rural,584,2017
101006,Huánuco,Lauricocha,San Francisco de Asís,Total,1355,2017
101007,Huánuco,Lauricocha,San Miguel de Cauri,Urbano,1813,2017
101007,Huánuco,Lauricocha,San Miguel de Cauri,Rural,4423,2017
101007,Huánuco,Lauricocha,San Miguel de Cauri,Total,6237,2017
101101,Huánuco,Yarowilca,Chavinillo,Urbano,2081,2017
101101,Huánuco,Yarowilca,Chavinillo,Rural,2933,2017
101101,Huánuco,Yarowilca,Chavinillo,Total,5014,2017
101102,Huánuco,Yarowilca,Cahuac,Urbano,697,2017
101102,Huánuco,Yarowilca,Cahuac,Rural,526,2017
101102,Huánuco,Yarowilca,Cahuac,Total,1223,2017
101103,Huánuco,Yarowilca,Chacabamba,Urbano,246,2017
101103,Huánuco,Yarowilca,Chacabamba,Rural,917,2017
101103,Huánuco,Yarowilca,Chacabamba,Total,1163,2017
101104,Huánuco,Yarowilca,Aparicio Pomares,Urbano,1391,2017
101104,Huánuco,Yarowilca,Aparicio Pomares,Rural,3628,2017
101104,Huánuco,Yarowilca,Aparicio Pomares,Total,5020,2017
101105,Huánuco,Yarowilca,Jacas Chico,Urbano,406,2017
101105,Huánuco,Yarowilca,Jacas Chico,Rural,753,2017
101105,Huánuco,Yarowilca,Jacas Chico,Total,1159,2017
101106,Huánuco,Yarowilca,Obas,Urbano,1296,2017
101106,Huánuco,Yarowilca,Obas,Rural,2825,2017
101106,Huánuco,Yarowilca,Obas,Total,4121,2017
101107,Huánuco,Yarowilca,Pampamarca,Urbano,359,2017
101107,Huánuco,Yarowilca,Pampamarca,Rural,832,2017
101107,Huánuco,Yarowilca,Pampamarca,Total,1191,2017
101108,Huánuco,Yarowilca,Choras,Urbano,541,2017
101108,Huánuco,Yarowilca,Choras,Rural,1604,2017
101108,Huánuco,Yarowilca,Choras,Total,2146,2017
110101,Ica,Ica,Ica,Urbano,154552,2017
110101,Ica,Ica,Ica,Rural,694,2017
110101,Ica,Ica,Ica,Total,155246,2017
110102,Ica,Ica,La Tinguiña,Urbano,39020,2017
110102,Ica,Ica,La Tinguiña,Rural,2562,2017
110102,Ica,Ica,La Tinguiña,Total,41583,2017
110103,Ica,Ica,Los Aquijes,Urbano,20828,2017
110103,Ica,Ica,Los Aquijes,Rural,2053,2017
110103,Ica,Ica,Los Aquijes,Total,22881,2017
110104,Ica,Ica,Ocucaje,Urbano,3045,2017
110104,Ica,Ica,Ocucaje,Rural,1637,2017
110104,Ica,Ica,Ocucaje,Total,4683,2017
110105,Ica,Ica,Pachacutec,Urbano,7277,2017
110105,Ica,Ica,Pachacutec,Rural,305,2017
110105,Ica,Ica,Pachacutec,Total,7582,2017
110106,Ica,Ica,Parcona,Urbano,55811,2017
110106,Ica,Ica,Parcona,Rural,955,2017
110106,Ica,Ica,Parcona,Total,56767,2017
110107,Ica,Ica,Pueblo Nuevo,Urbano,4446,2017
110107,Ica,Ica,Pueblo Nuevo,Rural,2193,2017
110107,Ica,Ica,Pueblo Nuevo,Total,6639,2017
110108,Ica,Ica,Salas,Urbano,26148,2017
110108,Ica,Ica,Salas,Rural,585,2017
110108,Ica,Ica,Salas,Total,26733,2017
110109,Ica,Ica,San José de Los Molinos,Urbano,5966,2017
110109,Ica,Ica,San José de Los Molinos,Rural,1418,2017
110109,Ica,Ica,San José de Los Molinos,Total,7385,2017
110110,Ica,Ica,San Juan Bautista,Urbano,12767,2017
110110,Ica,Ica,San Juan Bautista,Rural,1746,2017
110110,Ica,Ica,San Juan Bautista,Total,14513,2017
110111,Ica,Ica,Santiago,Urbano,21359,2017
110111,Ica,Ica,Santiago,Rural,7277,2017
110111,Ica,Ica,Santiago,Total,28636,2017
110112,Ica,Ica,Subtanjalla,Urbano,28300,2017
110112,Ica,Ica,Subtanjalla,Rural,294,2017
110112,Ica,Ica,Subtanjalla,Total,28594,2017
110113,Ica,Ica,Tate,Urbano,4599,2017
110113,Ica,Ica,Tate,Rural,234,2017
110113,Ica,Ica,Tate,Total,4834,2017
110114,Ica,Ica,Yauca del Rosario,Urbano,99,2017
110114,Ica,Ica,Yauca del Rosario,Rural,1102,2017
110114,Ica,Ica,Yauca del Rosario,Total,1202,2017
110201,Ica,Chincha,Chincha Alta,Urbano,71579,2017
110201,Ica,Chincha,Chincha Alta,Total,71579,2017
110202,Ica,Chincha,Alto Laran,Urbano,5849,2017
110202,Ica,Chincha,Alto Laran,Rural,2235,2017
110202,Ica,Chincha,Alto Laran,Total,8085,2017
110203,Ica,Chincha,Chavin,Urbano,138,2017
110203,Ica,Chincha,Chavin,Rural,1971,2017
110203,Ica,Chincha,Chavin,Total,2109,2017
110204,Ica,Chincha,Chincha Baja,Urbano,9572,2017
110204,Ica,Chincha,Chincha Baja,Rural,4214,2017
110204,Ica,Chincha,Chincha Baja,Total,13786,2017
110205,Ica,Chincha,El Carmen,Urbano,8840,2017
110205,Ica,Chincha,El Carmen,Rural,4332,2017
110205,Ica,Chincha,El Carmen,Total,13172,2017
110206,Ica,Chincha,Grocio Prado,Urbano,25149,2017
110206,Ica,Chincha,Grocio Prado,Rural,1357,2017
110206,Ica,Chincha,Grocio Prado,Total,26507,2017
110207,Ica,Chincha,Pueblo Nuevo,Urbano,67054,2017
110207,Ica,Chincha,Pueblo Nuevo,Total,67054,2017
110208,Ica,Chincha,San Juan de Yanac,Urbano,368,2017
110208,Ica,Chincha,San Juan de Yanac,Rural,890,2017
110208,Ica,Chincha,San Juan de Yanac,Total,1259,2017
110209,Ica,Chincha,San Pedro de Huacarpana,Urbano,291,2017
110209,Ica,Chincha,San Pedro de Huacarpana,Rural,740,2017
110209,Ica,Chincha,San Pedro de Huacarpana,Total,1032,2017
110210,Ica,Chincha,Sunampe,Urbano,29667,2017
110210,Ica,Chincha,Sunampe,Rural,618,2017
110210,Ica,Chincha,Sunampe,Total,30286,2017
110211,Ica,Chincha,Tambo de Mora,Urbano,5655,2017
110211,Ica,Chincha,Tambo de Mora,Rural,356,2017
110211,Ica,Chincha,Tambo de Mora,Total,6011,2017
110301,Ica,Nasca,Nasca,Urbano,25864,2017
110301,Ica,Nasca,Nasca,Rural,2547,2017
110301,Ica,Nasca,Nasca,Total,28412,2017
110302,Ica,Nasca,Changuillo,Urbano,1108,2017
110302,Ica,Nasca,Changuillo,Rural,972,2017
110302,Ica,Nasca,Changuillo,Total,2080,2017
110303,Ica,Nasca,El Ingenio,Urbano,2098,2017
110303,Ica,Nasca,El Ingenio,Rural,1267,2017
110303,Ica,Nasca,El Ingenio,Total,3366,2017
110304,Ica,Nasca,Marcona,Urbano,16410,2017
110304,Ica,Nasca,Marcona,Rural,55,2017
110304,Ica,Nasca,Marcona,Total,16466,2017
110305,Ica,Nasca,Vista Alegre,Urbano,20140,2017
110305,Ica,Nasca,Vista Alegre,Rural,1464,2017
110305,Ica,Nasca,Vista Alegre,Total,21604,2017
110401,Ica,Palpa,Palpa,Urbano,7281,2017
110401,Ica,Palpa,Palpa,Rural,930,2017
110401,Ica,Palpa,Palpa,Total,8212,2017
110402,Ica,Palpa,Llipata,Urbano,1205,2017
110402,Ica,Palpa,Llipata,Rural,444,2017
110402,Ica,Palpa,Llipata,Total,1649,2017
110403,Ica,Palpa,Río Grande,Urbano,1485,2017
110403,Ica,Palpa,Río Grande,Rural,1350,2017
110403,Ica,Palpa,Río Grande,Total,2836,2017
110404,Ica,Palpa,Santa Cruz,Urbano,441,2017
110404,Ica,Palpa,Santa Cruz,Rural,577,2017
110404,Ica,Palpa,Santa Cruz,Total,1019,2017
110405,Ica,Palpa,Tibillo,Urbano,247,2017
110405,Ica,Palpa,Tibillo,Rural,116,2017
110405,Ica,Palpa,Tibillo,Total,364,2017
110501,Ica,Pisco,Pisco,Urbano,71430,2017
110501,Ica,Pisco,Pisco,Rural,88,2017
110501,Ica,Pisco,Pisco,Total,71518,2017
110502,Ica,Pisco,Huancano,Urbano,478,2017
110502,Ica,Pisco,Huancano,Rural,1000,2017
110502,Ica,Pisco,Huancano,Total,1479,2017
110503,Ica,Pisco,Humay,Urbano,3494,2017
110503,Ica,Pisco,Humay,Rural,2144,2017
110503,Ica,Pisco,Humay,Total,5639,2017
110504,Ica,Pisco,Independencia,Urbano,7222,2017
110504,Ica,Pisco,Independencia,Rural,6553,2017
110504,Ica,Pisco,Independencia,Total,13776,2017
110505,Ica,Pisco,Paracas,Urbano,7345,2017
110505,Ica,Pisco,Paracas,Rural,170,2017
110505,Ica,Pisco,Paracas,Total,7516,2017
110506,Ica,Pisco,San Andrés,Urbano,13186,2017
110506,Ica,Pisco,San Andrés,Rural,1852,2017
110506,Ica,Pisco,San Andrés,Total,15038,2017
110507,Ica,Pisco,San Clemente,Urbano,25368,2017
110507,Ica,Pisco,San Clemente,Rural,674,2017
110507,Ica,Pisco,San Clemente,Total,26042,2017
110508,Ica,Pisco,Tupac Amaru Inca,Urbano,17980,2017
110508,Ica,Pisco,Tupac Amaru Inca,Rural,119,2017
110508,Ica,Pisco,Tupac Amaru Inca,Total,18099,2017
120101,Junín,Huancayo,Huancayo,Urbano,119977,2017
120101,Junín,Huancayo,Huancayo,Rural,1517,2017
120101,Junín,Huancayo,Huancayo,Total,121495,2017
120104,Junín,Huancayo,Carhuacallanga,Urbano,526,2017
120104,Junín,Huancayo,Carhuacallanga,Total,526,2017
120105,Junín,Huancayo,Chacapampa,Urbano,513,2017
120105,Junín,Huancayo,Chacapampa,Rural,476,2017
120105,Junín,Huancayo,Chacapampa,Total,990,2017
120106,Junín,Huancayo,Chicche,Urbano,457,2017
120106,Junín,Huancayo,Chicche,Rural,321,2017
120106,Junín,Huancayo,Chicche,Total,778,2017
120107,Junín,Huancayo,Chilca,Urbano,94790,2017
120107,Junín,Huancayo,Chilca,Rural,57,2017
120107,Junín,Huancayo,Chilca,Total,94847,2017
120108,Junín,Huancayo,Chongos Alto,Urbano,907,2017
120108,Junín,Huancayo,Chongos Alto,Rural,641,2017
120108,Junín,Huancayo,Chongos Alto,Total,1548,2017
120111,Junín,Huancayo,Chupuro,Urbano,836,2017
120111,Junín,Huancayo,Chupuro,Rural,1237,2017
120111,Junín,Huancayo,Chupuro,Total,2074,2017
120112,Junín,Huancayo,Colca,Urbano,668,2017
120112,Junín,Huancayo,Colca,Rural,402,2017
120112,Junín,Huancayo,Colca,Total,1070,2017
120113,Junín,Huancayo,Cullhuas,Urbano,738,2017
120113,Junín,Huancayo,Cullhuas,Rural,677,2017
120113,Junín,Huancayo,Cullhuas,Total,1416,2017
120114,Junín,Huancayo,El Tambo,Urbano,161533,2017
120114,Junín,Huancayo,El Tambo,Rural,7504,2017
120114,Junín,Huancayo,El Tambo,Total,169038,2017
120116,Junín,Huancayo,Huacrapuquio,Urbano,1342,2017
120116,Junín,Huancayo,Huacrapuquio,Rural,70,2017
120116,Junín,Huancayo,Huacrapuquio,Total,1413,2017
120117,Junín,Huancayo,Hualhuas,Urbano,5483,2017
120117,Junín,Huancayo,Hualhuas,Total,5483,2017
120119,Junín,Huancayo,Huancan,Urbano,24704,2017
120119,Junín,Huancayo,Huancan,Rural,1267,2017
120119,Junín,Huancayo,Huancan,Total,25971,2017
120120,Junín,Huancayo,Huasicancha,Urbano,654,2017
120120,Junín,Huancayo,Huasicancha,Rural,212,2017
120120,Junín,Huancayo,Huasicancha,Total,867,2017
120121,Junín,Huancayo,Huayucachi,Urbano,10172,2017
120121,Junín,Huancayo,Huayucachi,Rural,73,2017
120121,Junín,Huancayo,Huayucachi,Total,10245,2017
120122,Junín,Huancayo,Ingenio,Urbano,2215,2017
120122,Junín,Huancayo,Ingenio,Rural,269,2017
120122,Junín,Huancayo,Ingenio,Total,2484,2017
120124,Junín,Huancayo,Pariahuanca,Urbano,153,2017
120124,Junín,Huancayo,Pariahuanca,Rural,5373,2017
120124,Junín,Huancayo,Pariahuanca,Total,5526,2017
120125,Junín,Huancayo,Pilcomayo,Urbano,21237,2017
120125,Junín,Huancayo,Pilcomayo,Total,21237,2017
120126,Junín,Huancayo,Pucara,Urbano,2884,2017
120126,Junín,Huancayo,Pucara,Rural,2121,2017
120126,Junín,Huancayo,Pucara,Total,5006,2017
120127,Junín,Huancayo,Quichuay,Urbano,1165,2017
120127,Junín,Huancayo,Quichuay,Rural,760,2017
120127,Junín,Huancayo,Quichuay,Total,1926,2017
120128,Junín,Huancayo,Quilcas,Urbano,3040,2017
120128,Junín,Huancayo,Quilcas,Rural,974,2017
120128,Junín,Huancayo,Quilcas,Total,4015,2017
120129,Junín,Huancayo,San Agustín,Urbano,15436,2017
120129,Junín,Huancayo,San Agustín,Rural,1046,2017
120129,Junín,Huancayo,San Agustín,Total,16483,2017
120130,Junín,Huancayo,San Jerónimo de Tunan,Urbano,12228,2017
120130,Junín,Huancayo,San Jerónimo de Tunan,Total,12228,2017
120132,Junín,Huancayo,Saño,Urbano,5714,2017
120132,Junín,Huancayo,Saño,Rural,23,2017
120132,Junín,Huancayo,Saño,Total,5737,2017
120133,Junín,Huancayo,Sapallanga,Urbano,20084,2017
120133,Junín,Huancayo,Sapallanga,Rural,2031,2017
120133,Junín,Huancayo,Sapallanga,Total,22115,2017
120134,Junín,Huancayo,Sicaya,Urbano,17327,2017
120134,Junín,Huancayo,Sicaya,Rural,451,2017
120134,Junín,Huancayo,Sicaya,Total,17778,2017
120135,Junín,Huancayo,Santo Domingo de Acobamba,Urbano,392,2017
120135,Junín,Huancayo,Santo Domingo de Acobamba,Rural,6303,2017
120135,Junín,Huancayo,Santo Domingo de Acobamba,Total,6696,2017
120136,Junín,Huancayo,Viques,Urbano,2686,2017
120136,Junín,Huancayo,Viques,Rural,54,2017
120136,Junín,Huancayo,Viques,Total,2740,2017
120201,Junín,Concepción,Concepción,Urbano,14716,2017
120201,Junín,Concepción,Concepción,Rural,1452,2017
120201,Junín,Concepción,Concepción,Total,16169,2017
120202,Junín,Concepción,Aco,Urbano,1506,2017
120202,Junín,Concepción,Aco,Rural,187,2017
120202,Junín,Concepción,Aco,Total,1693,2017
120203,Junín,Concepción,Andamarca,Urbano,446,2017
120203,Junín,Concepción,Andamarca,Rural,3268,2017
120203,Junín,Concepción,Andamarca,Total,3715,2017
120204,Junín,Concepción,Chambara,Urbano,868,2017
120204,Junín,Concepción,Chambara,Rural,1857,2017
120204,Junín,Concepción,Chambara,Total,2725,2017
120205,Junín,Concepción,Cochas,Urbano,399,2017
120205,Junín,Concepción,Cochas,Rural,1611,2017
120205,Junín,Concepción,Cochas,Total,2011,2017
120206,Junín,Concepción,Comas,Urbano,1032,2017
120206,Junín,Concepción,Comas,Rural,4745,2017
120206,Junín,Concepción,Comas,Total,5778,2017
120207,Junín,Concepción,Heroínas Toledo,Urbano,139,2017
120207,Junín,Concepción,Heroínas Toledo,Rural,888,2017
120207,Junín,Concepción,Heroínas Toledo,Total,1028,2017
120208,Junín,Concepción,Manzanares,Urbano,1428,2017
120208,Junín,Concepción,Manzanares,Rural,99,2017
120208,Junín,Concepción,Manzanares,Total,1527,2017
120209,Junín,Concepción,Mariscal Castilla,Urbano,379,2017
120209,Junín,Concepción,Mariscal Castilla,Rural,1087,2017
120209,Junín,Concepción,Mariscal Castilla,Total,1466,2017
120210,Junín,Concepción,Matahuasi,Urbano,4543,2017
120210,Junín,Concepción,Matahuasi,Rural,1495,2017
120210,Junín,Concepción,Matahuasi,Total,6039,2017
120211,Junín,Concepción,Mito,Urbano,985,2017
120211,Junín,Concepción,Mito,Rural,469,2017
120211,Junín,Concepción,Mito,Total,1455,2017
120212,Junín,Concepción,Nueve de Julio,Urbano,2076,2017
120212,Junín,Concepción,Nueve de Julio,Rural,283,2017
120212,Junín,Concepción,Nueve de Julio,Total,2360,2017
120213,Junín,Concepción,Orcotuna,Urbano,4323,2017
120213,Junín,Concepción,Orcotuna,Rural,621,2017
120213,Junín,Concepción,Orcotuna,Total,4945,2017
120214,Junín,Concepción,San José de Quero,Urbano,2583,2017
120214,Junín,Concepción,San José de Quero,Rural,3243,2017
120214,Junín,Concepción,San José de Quero,Total,5827,2017
120215,Junín,Concepción,Santa Rosa de Ocopa,Urbano,1911,2017
120215,Junín,Concepción,Santa Rosa de Ocopa,Rural,179,2017
120215,Junín,Concepción,Santa Rosa de Ocopa,Total,2090,2017
120301,Junín,Chanchamayo,Chanchamayo,Urbano,25154,2017
120301,Junín,Chanchamayo,Chanchamayo,Rural,3198,2017
120301,Junín,Chanchamayo,Chanchamayo,Total,28352,2017
120302,Junín,Chanchamayo,Perene,Urbano,36147,2017
120302,Junín,Chanchamayo,Perene,Rural,22775,2017
120302,Junín,Chanchamayo,Perene,Total,58922,2017
120303,Junín,Chanchamayo,Pichanaqui,Urbano,25262,2017
120303,Junín,Chanchamayo,Pichanaqui,Rural,18783,2017
120303,Junín,Chanchamayo,Pichanaqui,Total,44045,2017
120304,Junín,Chanchamayo,San Luis de Shuaro,Urbano,1937,2017
120304,Junín,Chanchamayo,San Luis de Shuaro,Rural,2459,2017
120304,Junín,Chanchamayo,San Luis de Shuaro,Total,4396,2017
120305,Junín,Chanchamayo,San Ramón,Urbano,23196,2017
120305,Junín,Chanchamayo,San Ramón,Rural,5311,2017
120305,Junín,Chanchamayo,San Ramón,Total,28508,2017
120306,Junín,Chanchamayo,Vitoc,Urbano,498,2017
120306,Junín,Chanchamayo,Vitoc,Rural,1354,2017
120306,Junín,Chanchamayo,Vitoc,Total,1852,2017
120401,Junín,Jauja,Jauja,Urbano,18995,2017
120401,Junín,Jauja,Jauja,Rural,124,2017
120401,Junín,Jauja,Jauja,Total,19119,2017
120402,Junín,Jauja,Acolla,Urbano,4706,2017
120402,Junín,Jauja,Acolla,Rural,1778,2017
120402,Junín,Jauja,Acolla,Total,6485,2017
120403,Junín,Jauja,Apata,Urbano,1802,2017
120403,Junín,Jauja,Apata,Rural,2835,2017
120403,Junín,Jauja,Apata,Total,4637,2017
120404,Junín,Jauja,Ataura,Urbano,1064,2017
120404,Junín,Jauja,Ataura,Rural,287,2017
120404,Junín,Jauja,Ataura,Total,1352,2017
120405,Junín,Jauja,Canchayllo,Urbano,1430,2017
120405,Junín,Jauja,Canchayllo,Rural,269,2017
120405,Junín,Jauja,Canchayllo,Total,1700,2017
120406,Junín,Jauja,Curicaca,Urbano,461,2017
120406,Junín,Jauja,Curicaca,Rural,1042,2017
120406,Junín,Jauja,Curicaca,Total,1504,2017
120407,Junín,Jauja,El Mantaro,Urbano,2554,2017
120407,Junín,Jauja,El Mantaro,Rural,149,2017
120407,Junín,Jauja,El Mantaro,Total,2704,2017
120408,Junín,Jauja,Huamali,Urbano,1335,2017
120408,Junín,Jauja,Huamali,Rural,375,2017
120408,Junín,Jauja,Huamali,Total,1711,2017
120409,Junín,Jauja,Huaripampa,Urbano,1047,2017
120409,Junín,Jauja,Huaripampa,Rural,28,2017
120409,Junín,Jauja,Huaripampa,Total,1075,2017
120410,Junín,Jauja,Huertas,Urbano,1564,2017
120410,Junín,Jauja,Huertas,Rural,574,2017
120410,Junín,Jauja,Huertas,Total,2139,2017
120411,Junín,Jauja,Janjaillo,Urbano,202,2017
120411,Junín,Jauja,Janjaillo,Rural,391,2017
120411,Junín,Jauja,Janjaillo,Total,593,2017
120412,Junín,Jauja,Julcán,Urbano,773,2017
120412,Junín,Jauja,Julcán,Total,773,2017
120413,Junín,Jauja,Leonor Ordoñez,Urbano,1368,2017
120413,Junín,Jauja,Leonor Ordoñez,Rural,246,2017
120413,Junín,Jauja,Leonor Ordoñez,Total,1614,2017
120414,Junín,Jauja,Llocllapampa,Urbano,847,2017
120414,Junín,Jauja,Llocllapampa,Rural,357,2017
120414,Junín,Jauja,Llocllapampa,Total,1205,2017
120415,Junín,Jauja,Marco,Urbano,1164,2017
120415,Junín,Jauja,Marco,Rural,382,2017
120415,Junín,Jauja,Marco,Total,1546,2017
120416,Junín,Jauja,Masma,Urbano,718,2017
120416,Junín,Jauja,Masma,Rural,1132,2017
120416,Junín,Jauja,Masma,Total,1850,2017
120417,Junín,Jauja,Masma Chicche,Urbano,252,2017
120417,Junín,Jauja,Masma Chicche,Rural,517,2017
120417,Junín,Jauja,Masma Chicche,Total,770,2017
120418,Junín,Jauja,Molinos,Urbano,1255,2017
120418,Junín,Jauja,Molinos,Rural,389,2017
120418,Junín,Jauja,Molinos,Total,1645,2017
120419,Junín,Jauja,Monobamba,Urbano,441,2017
120419,Junín,Jauja,Monobamba,Rural,1332,2017
120419,Junín,Jauja,Monobamba,Total,1773,2017
120420,Junín,Jauja,Muqui,Urbano,1047,2017
120420,Junín,Jauja,Muqui,Rural,4,2017
120420,Junín,Jauja,Muqui,Total,1051,2017
120421,Junín,Jauja,Muquiyauyo,Urbano,2348,2017
120421,Junín,Jauja,Muquiyauyo,Rural,25,2017
120421,Junín,Jauja,Muquiyauyo,Total,2374,2017
120422,Junín,Jauja,Paca,Urbano,626,2017
120422,Junín,Jauja,Paca,Rural,311,2017
120422,Junín,Jauja,Paca,Total,938,2017
120423,Junín,Jauja,Paccha,Urbano,480,2017
120423,Junín,Jauja,Paccha,Rural,1042,2017
120423,Junín,Jauja,Paccha,Total,1523,2017
120424,Junín,Jauja,Pancan,Urbano,685,2017
120424,Junín,Jauja,Pancan,Rural,599,2017
120424,Junín,Jauja,Pancan,Total,1284,2017
120425,Junín,Jauja,Parco,Urbano,958,2017
120425,Junín,Jauja,Parco,Rural,253,2017
120425,Junín,Jauja,Parco,Total,1212,2017
120426,Junín,Jauja,Pomacancha,Urbano,531,2017
120426,Junín,Jauja,Pomacancha,Rural,974,2017
120426,Junín,Jauja,Pomacancha,Total,1506,2017
120427,Junín,Jauja,Ricran,Urbano,736,2017
120427,Junín,Jauja,Ricran,Rural,609,2017
120427,Junín,Jauja,Ricran,Total,1346,2017
