ubigeo,distrito,tipo_area,poblacion,anio
050707,"Ayacucho, Parinacochas, distrito: San Francisco de Ravacayco",Total,548,2017
050708,"Ayacucho, Parinacochas, distrito: Upahuacho",Urbano censal,179,2017
050708,"Ayacucho, Parinacochas, distrito: Upahuacho",Rural censal,1044,2017
050708,"Ayacucho, Parinacochas, distrito: Upahuacho",Total,1224,2017
050801,"Ayacucho, Páucar del Sara Sara, distrito: Pausa",Urbano censal,2764,2017
050801,"Ayacucho, Páucar del Sara Sara, distrito: Pausa",Rural censal,552,2017
050801,"Ayacucho, Páucar del Sara Sara, distrito: Pausa",Total,3316,2017
050802,"Ayacucho, Páucar del Sara Sara, distrito: Colta",Urbano censal,324,2017
050802,"Ayacucho, Páucar del Sara Sara, distrito: Colta",Rural censal,171,2017
050802,"Ayacucho, Páucar del Sara Sara, distrito: Colta",Total,495,2017
050803,"Ayacucho, Páucar del Sara Sara, distrito: Corculla",Urbano censal,310,2017
050803,"Ayacucho, Páucar del Sara Sara, distrito: Corculla",Rural censal,158,2017
050803,"Ayacucho, Páucar del Sara Sara, distrito: Corculla",Total,468,2017
050804,"Ayacucho, Páucar del Sara Sara, distrito: Lampa",Urbano censal,1674,2017
050804,"Ayacucho, Páucar del Sara Sara, distrito: Lampa",Rural censal,404,2017
050804,"Ayacucho, Páucar del Sara Sara, distrito: Lampa",Total,2078,2017
050805,"Ayacucho, Páucar del Sara Sara, distrito: Marcabamba",Urbano censal,542,2017
050805,"Ayacucho, Páucar del Sara Sara, distrito: Marcabamba",Rural censal,109,2017
050805,"Ayacucho, Páucar del Sara Sara, distrito: Marcabamba",Total,652,2017
050806,"Ayacucho, Páucar del Sara Sara, distrito: Oyolo",Urbano censal,633,2017
050806,"Ayacucho, Páucar del Sara Sara, distrito: Oyolo",Rural censal,891,2017
050806,"Ayacucho, Páucar del Sara Sara, distrito: Oyolo",Total,1525,2017
050807,"Ayacucho, Páucar del Sara Sara, distrito: Pararca",Urbano censal,262,2017
050807,"Ayacucho, Páucar del Sara Sara, distrito: Pararca",Rural censal,176,2017
050807,"Ayacucho, Páucar del Sara Sara, distrito: Pararca",Total,438,2017
050808,"Ayacucho, Páucar del Sara Sara, distrito: San Javier de Alpabamba",Urbano censal,102,2017
050808,"Ayacucho, Páucar del Sara Sara, distrito: San Javier de Alpabamba",Rural censal,209,2017
050808,"Ayacucho, Páucar del Sara Sara, distrito: San Javier de Alpabamba",Total,312,2017
050809,"Ayacucho, Páucar del Sara Sara, distrito: San José de Ushua",Urbano censal,152,2017
050809,"Ayacucho, Páucar del Sara Sara, distrito: San José de Ushua",Rural censal,80,2017
050809,"Ayacucho, Páucar del Sara Sara, distrito: San José de Ushua",Total,232,2017
050810,"Ayacucho, Páucar del Sara Sara, distrito: Sara Sara",Urbano censal,485,2017
050810,"Ayacucho, Páucar del Sara Sara, distrito: Sara Sara",Rural censal,51,2017
050810,"Ayacucho, Páucar del Sara Sara, distrito: Sara Sara",Total,537,2017
050901,"Ayacucho, Sucre, distrito: Querobamba",Urbano censal,2291,2017
050901,"Ayacucho, Sucre, distrito: Querobamba",Rural censal,324,2017
050901,"Ayacucho, Sucre, distrito: Querobamba",Total,2615,2017
050902,"Ayacucho, Sucre, distrito: Belén",Urbano censal,286,2017
050902,"Ayacucho, Sucre, distrito: Belén",Rural censal,60,2017
050902,"Ayacucho, Sucre, distrito: Belén",Total,346,2017
050903,"Ayacucho, Sucre, distrito: Chalcos",Urbano censal,242,2017
050903,"Ayacucho, Sucre, distrito: Chalcos",Rural censal,263,2017
050903,"Ayacucho, Sucre, distrito: Chalcos",Total,505,2017
050904,"Ayacucho, Sucre, distrito: Chilcayoc",Urbano censal,293,2017
050904,"Ayacucho, Sucre, distrito: Chilcayoc",Rural censal,221,2017
050904,"Ayacucho, Sucre, distrito: Chilcayoc",Total,515,2017
050905,"Ayacucho, Sucre, distrito: Huacaña",Urbano censal,290,2017
050905,"Ayacucho, Sucre, distrito: Huacaña",Rural censal,99,2017
050905,"Ayacucho, Sucre, distrito: Huacaña",Total,390,2017
050906,"Ayacucho, Sucre, distrito: Morcolla",Urbano censal,959,2017
050906,"Ayacucho, Sucre, distrito: Morcolla",Rural censal,351,2017
050906,"Ayacucho, Sucre, distrito: Morcolla",Total,1311,2017
050907,"Ayacucho, Sucre, distrito: Paico",Urbano censal,523,2017
050907,"Ayacucho, Sucre, distrito: Paico",Rural censal,59,2017
050907,"Ayacucho, Sucre, distrito: Paico",Total,582,2017
050908,"Ayacucho, Sucre, distrito: San Pedro de Larcay",Urbano censal,453,2017
050908,"Ayacucho, Sucre, distrito: San Pedro de Larcay",Rural censal,390,2017
050908,"Ayacucho, Sucre, distrito: San Pedro de Larcay",Total,843,2017
050909,"Ayacucho, Sucre, distrito: San Salvador de Quije",Urbano censal,262,2017
050909,"Ayacucho, Sucre, distrito: San Salvador de Quije",Rural censal,785,2017
050909,"Ayacucho, Sucre, distrito: San Salvador de Quije",Total,1047,2017
050910,"Ayacucho, Sucre, distrito: Santiago de Paucaray",Urbano censal,526,2017
050910,"Ayacucho, Sucre, distrito: Santiago de Paucaray",Rural censal,98,2017
050910,"Ayacucho, Sucre, distrito: Santiago de Paucaray",Total,625,2017
050911,"Ayacucho, Sucre, distrito: Soras",Urbano censal,938,2017
050911,"Ayacucho, Sucre, distrito: Soras",Rural censal,120,2017
050911,"Ayacucho, Sucre, distrito: Soras",Total,1059,2017
051001,"Ayacucho, Víctor Fajardo, distrito: Huancapi",Urbano censal,1819,2017
051001,"Ayacucho, Víctor Fajardo, distrito: Huancapi",Rural censal,156,2017
051001,"Ayacucho, Víctor Fajardo, distrito: Huancapi",Total,1975,2017
051002,"Ayacucho, Víctor Fajardo, distrito: Alcamenca",Urbano censal,1342,2017
051002,"Ayacucho, Víctor Fajardo, distrito: Alcamenca",Rural censal,240,2017
051002,"Ayacucho, Víctor Fajardo, distrito: Alcamenca",Total,1582,2017
051003,"Ayacucho, Víctor Fajardo, distrito: Apongo",Urbano censal,482,2017
051003,"Ayacucho, Víctor Fajardo, distrito: Apongo",Rural censal,178,2017
051003,"Ayacucho, Víctor Fajardo, distrito: Apongo",Total,660,2017
051004,"Ayacucho, Víctor Fajardo, distrito: Asquipata",Urbano censal,158,2017
051004,"Ayacucho, Víctor Fajardo, distrito: Asquipata",Rural censal,324,2017
051004,"Ayacucho, Víctor Fajardo, distrito: Asquipata",Total,482,2017
051005,"Ayacucho, Víctor Fajardo, distrito: Canaria",Urbano censal,3334,2017
051005,"Ayacucho, Víctor Fajardo, distrito: Canaria",Rural censal,678,2017
051005,"Ayacucho, Víctor Fajardo, distrito: Canaria",Total,4012,2017
051006,"Ayacucho, Víctor Fajardo, distrito: Cayara",Urbano censal,846,2017
051006,"Ayacucho, Víctor Fajardo, distrito: Cayara",Rural censal,330,2017
051006,"Ayacucho, Víctor Fajardo, distrito: Cayara",Total,1176,2017
051007,"Ayacucho, Víctor Fajardo, distrito: Colca",Urbano censal,631,2017
051007,"Ayacucho, Víctor Fajardo, distrito: Colca",Rural censal,426,2017
051007,"Ayacucho, Víctor Fajardo, distrito: Colca",Total,1057,2017
051008,"Ayacucho, Víctor Fajardo, distrito: Huamanquiquia",Urbano censal,512,2017
051008,"Ayacucho, Víctor Fajardo, distrito: Huamanquiquia",Rural censal,625,2017
051008,"Ayacucho, Víctor Fajardo, distrito: Huamanquiquia",Total,1137,2017
051009,"Ayacucho, Víctor Fajardo, distrito: Huancaraylla",Urbano censal,1321,2017
051009,"Ayacucho, Víctor Fajardo, distrito: Huancaraylla",Rural censal,16,2017
051009,"Ayacucho, Víctor Fajardo, distrito: Huancaraylla",Total,1338,2017
051010,"Ayacucho, Víctor Fajardo, distrito: Hualla",Urbano censal,1952,2017
051010,"Ayacucho, Víctor Fajardo, distrito: Hualla",Rural censal,236,2017
051010,"Ayacucho, Víctor Fajardo, distrito: Hualla",Total,2188,2017
051011,"Ayacucho, Víctor Fajardo, distrito: Sarhua",Urbano censal,2283,2017
051011,"Ayacucho, Víctor Fajardo, distrito: Sarhua",Rural censal,408,2017
051011,"Ayacucho, Víctor Fajardo, distrito: Sarhua",Total,2692,2017
051012,"Ayacucho, Víctor Fajardo, distrito: Vilcanchos",Urbano censal,804,2017
051012,"Ayacucho, Víctor Fajardo, distrito: Vilcanchos",Rural censal,1692,2017
051012,"Ayacucho, Víctor Fajardo, distrito: Vilcanchos",Total,2496,2017
051101,"Ayacucho, Vilcas Huamán, distrito: Vilcas Huamán",Urbano censal,2671,2017
051101,"Ayacucho, Vilcas Huamán, distrito: Vilcas Huamán",Rural censal,4163,2017
051101,"Ayacucho, Vilcas Huamán, distrito: Vilcas Huamán",Total,6835,2017
051102,"Ayacucho, Vilcas Huamán, distrito: Accomarca",Urbano censal,733,2017
051102,"Ayacucho, Vilcas Huamán, distrito: Accomarca",Rural censal,202,2017
051102,"Ayacucho, Vilcas Huamán, distrito: Accomarca",Total,935,2017
051103,"Ayacucho, Vilcas Huamán, distrito: Carhuanca",Urbano censal,533,2017
051103,"Ayacucho, Vilcas Huamán, distrito: Carhuanca",Rural censal,336,2017
051103,"Ayacucho, Vilcas Huamán, distrito: Carhuanca",Total,869,2017
051104,"Ayacucho, Vilcas Huamán, distrito: Concepción",Urbano censal,279,2017
051104,"Ayacucho, Vilcas Huamán, distrito: Concepción",Rural censal,1486,2017
051104,"Ayacucho, Vilcas Huamán, distrito: Concepción",Total,1765,2017
051105,"Ayacucho, Vilcas Huamán, distrito: Huambalpa",Urbano censal,623,2017
051105,"Ayacucho, Vilcas Huamán, distrito: Huambalpa",Rural censal,806,2017
051105,"Ayacucho, Vilcas Huamán, distrito: Huambalpa",Total,1429,2017
051106,"Ayacucho, Vilcas Huamán, distrito: Independencia",Urbano censal,459,2017
051106,"Ayacucho, Vilcas Huamán, distrito: Independencia",Rural censal,753,2017
051106,"Ayacucho, Vilcas Huamán, distrito: Independencia",Total,1212,2017
051107,"Ayacucho, Vilcas Huamán, distrito: Saurama",Urbano censal,251,2017
051107,"Ayacucho, Vilcas Huamán, distrito: Saurama",Rural censal,863,2017
051107,"Ayacucho, Vilcas Huamán, distrito: Saurama",Total,1114,2017
051108,"Ayacucho, Vilcas Huamán, distrito: Vischongo",Urbano censal,1771,2017
051108,"Ayacucho, Vilcas Huamán, distrito: Vischongo",Rural censal,2232,2017
051108,"Ayacucho, Vilcas Huamán, distrito: Vischongo",Total,4004,2017
060101,"Cajamarca, Cajamarca, distrito: Cajamarca",Urbano censal,191935,2017
060101,"Cajamarca, Cajamarca, distrito: Cajamarca",Rural censal,39307,2017
060101,"Cajamarca, Cajamarca, distrito: Cajamarca",Total,231243,2017
060102,"Cajamarca, Cajamarca, distrito: Asunción",Urbano censal,1216,2017
060102,"Cajamarca, Cajamarca, distrito: Asunción",Rural censal,7267,2017
060102,"Cajamarca, Cajamarca, distrito: Asunción",Total,8484,2017
060103,"Cajamarca, Cajamarca, distrito: Chetilla",Urbano censal,332,2017
060103,"Cajamarca, Cajamarca, distrito: Chetilla",Rural censal,3545,2017
060103,"Cajamarca, Cajamarca, distrito: Chetilla",Total,3877,2017
060104,"Cajamarca, Cajamarca, distrito: Cospan",Urbano censal,768,2017
060104,"Cajamarca, Cajamarca, distrito: Cospan",Rural censal,6495,2017
060104,"Cajamarca, Cajamarca, distrito: Cospan",Total,7264,2017
060105,"Cajamarca, Cajamarca, distrito: Encañada",Urbano censal,1469,2017
060105,"Cajamarca, Cajamarca, distrito: Encañada",Rural censal,19098,2017
060105,"Cajamarca, Cajamarca, distrito: Encañada",Total,20568,2017
060106,"Cajamarca, Cajamarca, distrito: Jesús",Urbano censal,3252,2017
060106,"Cajamarca, Cajamarca, distrito: Jesús",Rural censal,12811,2017
060106,"Cajamarca, Cajamarca, distrito: Jesús",Total,16064,2017
060107,"Cajamarca, Cajamarca, distrito: Llacanora",Urbano censal,754,2017
060107,"Cajamarca, Cajamarca, distrito: Llacanora",Rural censal,5470,2017
060107,"Cajamarca, Cajamarca, distrito: Llacanora",Total,6225,2017
060108,"Cajamarca, Cajamarca, distrito: Los Baños del Inca",Urbano censal,20647,2017
060108,"Cajamarca, Cajamarca, distrito: Los Baños del Inca",Rural censal,27954,2017
060108,"Cajamarca, Cajamarca, distrito: Los Baños del Inca",Total,48601,2017
060109,"Cajamarca, Cajamarca, distrito: Magdalena",Urbano censal,3059,2017
060109,"Cajamarca, Cajamarca, distrito: Magdalena",Rural censal,5788,2017
060109,"Cajamarca, Cajamarca, distrito: Magdalena",Total,8847,2017
060110,"Cajamarca, Cajamarca, distrito: Matara",Urbano censal,821,2017
060110,"Cajamarca, Cajamarca, distrito: Matara",Rural censal,2947,2017
060110,"Cajamarca, Cajamarca, distrito: Matara",Total,3769,2017
060111,"Cajamarca, Cajamarca, distrito: Namora",Urbano censal,1806,2017
060111,"Cajamarca, Cajamarca, distrito: Namora",Rural censal,8278,2017
060111,"Cajamarca, Cajamarca, distrito: Namora",Total,10085,2017
060112,"Cajamarca, Cajamarca, distrito: San Juan",Urbano censal,1031,2017
060112,"Cajamarca, Cajamarca, distrito: San Juan",Rural censal,3532,2017
060112,"Cajamarca, Cajamarca, distrito: San Juan",Total,4563,2017
060201,"Cajamarca, Cajabamba, distrito: Cajabamba",Urbano censal,18879,2017
060201,"Cajamarca, Cajabamba, distrito: Cajabamba",Rural censal,13771,2017
060201,"Cajamarca, Cajabamba, distrito: Cajabamba",Total,32650,2017
060202,"Cajamarca, Cajabamba, distrito: Cachachi",Urbano censal,963,2017
060202,"Cajamarca, Cajabamba, distrito: Cachachi",Rural censal,24145,2017
060202,"Cajamarca, Cajabamba, distrito: Cachachi",Total,25109,2017
060203,"Cajamarca, Cajabamba, distrito: Condebamba",Urbano censal,1257,2017
060203,"Cajamarca, Cajabamba, distrito: Condebamba",Rural censal,13491,2017
060203,"Cajamarca, Cajabamba, distrito: Condebamba",Total,14749,2017
060204,"Cajamarca, Cajabamba, distrito: Sitacocha",Urbano censal,2524,2017
060204,"Cajamarca, Cajabamba, distrito: Sitacocha",Rural censal,5596,2017
060204,"Cajamarca, Cajabamba, distrito: Sitacocha",Total,8120,2017
060301,"Cajamarca, Celendín, distrito: Celendín",Urbano censal,20080,2017
060301,"Cajamarca, Celendín, distrito: Celendín",Rural censal,7924,2017
060301,"Cajamarca, Celendín, distrito: Celendín",Total,28005,2017
060302,"Cajamarca, Celendín, distrito: Chumuch",Urbano censal,199,2017
060302,"Cajamarca, Celendín, distrito: Chumuch",Rural censal,2562,2017
060302,"Cajamarca, Celendín, distrito: Chumuch",Total,2762,2017
060303,"Cajamarca, Celendín, distrito: Cortegana",Urbano censal,513,2017
060303,"Cajamarca, Celendín, distrito: Cortegana",Rural censal,6935,2017
060303,"Cajamarca, Celendín, distrito: Cortegana",Total,7449,2017
060304,"Cajamarca, Celendín, distrito: Huasmin",Urbano censal,1302,2017
060304,"Cajamarca, Celendín, distrito: Huasmin",Rural censal,9976,2017
060304,"Cajamarca, Celendín, distrito: Huasmin",Total,11279,2017
060305,"Cajamarca, Celendín, distrito: Jorge Chávez",Urbano censal,203,2017
060305,"Cajamarca, Celendín, distrito: Jorge Chávez",Rural censal,273,2017
060305,"Cajamarca, Celendín, distrito: Jorge Chávez",Total,477,2017
060306,"Cajamarca, Celendín, distrito: José Galvez",Urbano censal,407,2017
060306,"Cajamarca, Celendín, distrito: José Galvez",Rural censal,2349,2017
060306,"Cajamarca, Celendín, distrito: José Galvez",Total,2756,2017
060307,"Cajamarca, Celendín, distrito: Miguel Iglesias",Urbano censal,376,2017
060307,"Cajamarca, Celendín, distrito: Miguel Iglesias",Rural censal,3701,2017
060307,"Cajamarca, Celendín, distrito: Miguel Iglesias",Total,4077,2017
060308,"Cajamarca, Celendín, distrito: Oxamarca",Urbano censal,630,2017
060308,"Cajamarca, Celendín, distrito: Oxamarca",Rural censal,5276,2017
060308,"Cajamarca, Celendín, distrito: Oxamarca",Total,5907,2017
060309,"Cajamarca, Celendín, distrito: Sorochuco",Urbano censal,719,2017
060309,"Cajamarca, Celendín, distrito: Sorochuco",Rural censal,7179,2017
060309,"Cajamarca, Celendín, distrito: Sorochuco",Total,7898,2017
060310,"Cajamarca, Celendín, distrito: Sucre",Urbano censal,1135,2017
060310,"Cajamarca, Celendín, distrito: Sucre",Rural censal,4368,2017
060310,"Cajamarca, Celendín, distrito: Sucre",Total,5504,2017
060311,"Cajamarca, Celendín, distrito: Utco",Urbano censal,63,2017
060311,"Cajamarca, Celendín, distrito: Utco",Rural censal,1052,2017
060311,"Cajamarca, Celendín, distrito: Utco",Total,1116,2017
060312,"Cajamarca, Celendín, distrito: La Libertad de Pallan",Urbano censal,990,2017
060312,"Cajamarca, Celendín, distrito: La Libertad de Pallan",Rural censal,5999,2017
060312,"Cajamarca, Celendín, distrito: La Libertad de Pallan",Total,6990,2017
060401,"Cajamarca, Chota, distrito: Chota",Urbano censal,22884,2017
060401,"Cajamarca, Chota, distrito: Chota",Rural censal,26978,2017
060401,"Cajamarca, Chota, distrito: Chota",Total,49863,2017
060402,"Cajamarca, Chota, distrito: Anguia",Urbano censal,409,2017
060402,"Cajamarca, Chota, distrito: Anguia",Rural censal,2975,2017
060402,"Cajamarca, Chota, distrito: Anguia",Total,3384,2017
060403,"Cajamarca, Chota, distrito: Chadin",Urbano censal,747,2017
060403,"Cajamarca, Chota, distrito: Chadin",Rural censal,2953,2017
060403,"Cajamarca, Chota, distrito: Chadin",Total,3700,2017
060404,"Cajamarca, Chota, distrito: Chiguirip",Urbano censal,330,2017
060404,"Cajamarca, Chota, distrito: Chiguirip",Rural censal,3469,2017
060404,"Cajamarca, Chota, distrito: Chiguirip",Total,3799,2017
060405,"Cajamarca, Chota, distrito: Chimban",Urbano censal,573,2017
060405,"Cajamarca, Chota, distrito: Chimban",Rural censal,1805,2017
060405,"Cajamarca, Chota, distrito: Chimban",Total,2379,2017
060406,"Cajamarca, Chota, distrito: Choropampa",Urbano censal,330,2017
060406,"Cajamarca, Chota, distrito: Choropampa",Rural censal,2136,2017
060406,"Cajamarca, Chota, distrito: Choropampa",Total,2467,2017
060407,"Cajamarca, Chota, distrito: Cochabamba",Urbano censal,1479,2017
060407,"Cajamarca, Chota, distrito: Cochabamba",Rural censal,4480,2017
060407,"Cajamarca, Chota, distrito: Cochabamba",Total,5959,2017
060408,"Cajamarca, Chota, distrito: Conchan",Urbano censal,519,2017
060408,"Cajamarca, Chota, distrito: Conchan",Rural censal,5489,2017
060408,"Cajamarca, Chota, distrito: Conchan",Total,6008,2017
060409,"Cajamarca, Chota, distrito: Huambos",Urbano censal,1494,2017
060409,"Cajamarca, Chota, distrito: Huambos",Rural censal,7218,2017
060409,"Cajamarca, Chota, distrito: Huambos",Total,8712,2017
060410,"Cajamarca, Chota, distrito: Lajas",Urbano censal,2167,2017
060410,"Cajamarca, Chota, distrito: Lajas",Rural censal,9578,2017
060410,"Cajamarca, Chota, distrito: Lajas",Total,11746,2017
060411,"Cajamarca, Chota, distrito: Llama",Urbano censal,3121,2017
060411,"Cajamarca, Chota, distrito: Llama",Rural censal,4359,2017
060411,"Cajamarca, Chota, distrito: Llama",Total,7480,2017
060412,"Cajamarca, Chota, distrito: Miracosta",Urbano censal,205,2017
060412,"Cajamarca, Chota, distrito: Miracosta",Rural censal,3153,2017
060412,"Cajamarca, Chota, distrito: Miracosta",Total,3359,2017
060413,"Cajamarca, Chota, distrito: Paccha",Urbano censal,1219,2017
060413,"Cajamarca, Chota, distrito: Paccha",Rural censal,3482,2017
060413,"Cajamarca, Chota, distrito: Paccha",Total,4701,2017
060414,"Cajamarca, Chota, distrito: Pion",Urbano censal,641,2017
060414,"Cajamarca, Chota, distrito: Pion",Rural censal,639,2017
060414,"Cajamarca, Chota, distrito: Pion",Total,1281,2017
060415,"Cajamarca, Chota, distrito: Querocoto",Urbano censal,1475,2017
060415,"Cajamarca, Chota, distrito: Querocoto",Rural censal,7373,2017
060415,"Cajamarca, Chota, distrito: Querocoto",Total,8849,2017
060416,"Cajamarca, Chota, distrito: San Juan de Licupis",Urbano censal,175,2017
060416,"Cajamarca, Chota, distrito: San Juan de Licupis",Rural censal,819,2017
060416,"Cajamarca, Chota, distrito: San Juan de Licupis",Total,995,2017
060417,"Cajamarca, Chota, distrito: Tacabamba",Urbano censal,3105,2017
060417,"Cajamarca, Chota, distrito: Tacabamba",Rural censal,13902,2017
060417,"Cajamarca, Chota, distrito: Tacabamba",Total,17007,2017
060418,"Cajamarca, Chota, distrito: Tocmoche",Urbano censal,218,2017
060418,"Cajamarca, Chota, distrito: Tocmoche",Rural censal,678,2017
060418,"Cajamarca, Chota, distrito: Tocmoche",Total,896,2017
060419,"Cajamarca, Chota, distrito: Chalamarca",Urbano censal,1010,2017
060419,"Cajamarca, Chota, distrito: Chalamarca",Rural censal,8777,2017
060419,"Cajamarca, Chota, distrito: Chalamarca",Total,9788,2017
060501,"Cajamarca, Contumazá, distrito: Contumazá",Urbano censal,3401,2017
060501,"Cajamarca, Contumazá, distrito: Contumazá",Rural censal,4729,2017
060501,"Cajamarca, Contumazá, distrito: Contumazá",Total,8131,2017
060502,"Cajamarca, Contumazá, distrito: Chilete",Urbano censal,2140,2017
060502,"Cajamarca, Contumazá, distrito: Chilete",Rural censal,670,2017
060502,"Cajamarca, Contumazá, distrito: Chilete",Total,2810,2017
060503,"Cajamarca, Contumazá, distrito: Cupisnique",Urbano censal,194,2017
060503,"Cajamarca, Contumazá, distrito: Cupisnique",Rural censal,1228,2017
060503,"Cajamarca, Contumazá, distrito: Cupisnique",Total,1422,2017
060504,"Cajamarca, Contumazá, distrito: Guzmango",Urbano censal,256,2017
060504,"Cajamarca, Contumazá, distrito: Guzmango",Rural censal,2588,2017
060504,"Cajamarca, Contumazá, distrito: Guzmango",Total,2844,2017
060505,"Cajamarca, Contumazá, distrito: San Benito",Urbano censal,536,2017
060505,"Cajamarca, Contumazá, distrito: San Benito",Rural censal,3032,2017
060505,"Cajamarca, Contumazá, distrito: San Benito",Total,3569,2017
060506,"Cajamarca, Contumazá, distrito: Santa Cruz de Toled",Urbano censal,159,2017
060506,"Cajamarca, Contumazá, distrito: Santa Cruz de Toled",Rural censal,897,2017
060506,"Cajamarca, Contumazá, distrito: Santa Cruz de Toled",Total,1056,2017
060507,"Cajamarca, Contumazá, distrito: Tantarica",Urbano censal,1664,2017
060507,"Cajamarca, Contumazá, distrito: Tantarica",Rural censal,944,2017
060507,"Cajamarca, Contumazá, distrito: Tantarica",Total,2609,2017
060508,"Cajamarca, Contumazá, distrito: Yonan",Urbano censal,4598,2017
060508,"Cajamarca, Contumazá, distrito: Yonan",Rural censal,2488,2017
060508,"Cajamarca, Contumazá, distrito: Yonan",Total,7086,2017
060601,"Cajamarca, Cutervo, distrito: Cutervo",Urbano censal,20829,2017
060601,"Cajamarca, Cutervo, distrito: Cutervo",Rural censal,30479,2017
060601,"Cajamarca, Cutervo, distrito: Cutervo",Total,51308,2017
060602,"Cajamarca, Cutervo, distrito: Callayuc",Urbano censal,594,2017
060602,"Cajamarca, Cutervo, distrito: Callayuc",Rural censal,9127,2017
060602,"Cajamarca, Cutervo, distrito: Callayuc",Total,9721,2017
060603,"Cajamarca, Cutervo, distrito: Choros",Urbano censal,363,2017
060603,"Cajamarca, Cutervo, distrito: Choros",Rural censal,2953,2017
060603,"Cajamarca, Cutervo, distrito: Choros",Total,3317,2017
060604,"Cajamarca, Cutervo, distrito: Cujillo",Urbano censal,385,2017
060604,"Cajamarca, Cutervo, distrito: Cujillo",Rural censal,2232,2017
060604,"Cajamarca, Cutervo, distrito: Cujillo",Total,2618,2017
060605,"Cajamarca, Cutervo, distrito: La Ramada",Urbano censal,615,2017
060605,"Cajamarca, Cutervo, distrito: La Ramada",Rural censal,3472,2017
060605,"Cajamarca, Cutervo, distrito: La Ramada",Total,4087,2017
060606,"Cajamarca, Cutervo, distrito: Pimpingos",Urbano censal,593,2017
060606,"Cajamarca, Cutervo, distrito: Pimpingos",Rural censal,4694,2017
060606,"Cajamarca, Cutervo, distrito: Pimpingos",Total,5288,2017
060607,"Cajamarca, Cutervo, distrito: Querocotillo",Urbano censal,1612,2017
060607,"Cajamarca, Cutervo, distrito: Querocotillo",Rural censal,12298,2017
060607,"Cajamarca, Cutervo, distrito: Querocotillo",Total,13911,2017
060608,"Cajamarca, Cutervo, distrito: San Andrés de Cutervo",Urbano censal,1132,2017
060608,"Cajamarca, Cutervo, distrito: San Andrés de Cutervo",Rural censal,3309,2017
060608,"Cajamarca, Cutervo, distrito: San Andrés de Cutervo",Total,4442,2017
060609,"Cajamarca, Cutervo, distrito: San Juan de Cutervo",Urbano censal,500,2017
060609,"Cajamarca, Cutervo, distrito: San Juan de Cutervo",Rural censal,1399,2017
060609,"Cajamarca, Cutervo, distrito: San Juan de Cutervo",Total,1899,2017
060610,"Cajamarca, Cutervo, distrito: San Luis de Lucma",Urbano censal,484,2017
060610,"Cajamarca, Cutervo, distrito: San Luis de Lucma",Rural censal,2668,2017
060610,"Cajamarca, Cutervo, distrito: San Luis de Lucma",Total,3153,2017
060611,"Cajamarca, Cutervo, distrito: Santa Cruz",Urbano censal,373,2017
060611,"Cajamarca, Cutervo, distrito: Santa Cruz",Rural censal,2384,2017
060611,"Cajamarca, Cutervo, distrito: Santa Cruz",Total,2757,2017
060612,"Cajamarca, Cutervo, distrito: Santo Domingo de la Capilla",Urbano censal,834,2017
060612,"Cajamarca, Cutervo, distrito: Santo Domingo de la Capilla",Rural censal,4236,2017
060612,"Cajamarca, Cutervo, distrito: Santo Domingo de la Capilla",Total,5070,2017
060613,"Cajamarca, Cutervo, distrito: Santo Tomas",Urbano censal,1832,2017
060613,"Cajamarca, Cutervo, distrito: Santo Tomas",Rural censal,5854,2017
060613,"Cajamarca, Cutervo, distrito: Santo Tomas",Total,7686,2017
060614,"Cajamarca, Cutervo, distrito: Socota",Urbano censal,2767,2017
060614,"Cajamarca, Cutervo, distrito: Socota",Rural censal,6638,2017
060614,"Cajamarca, Cutervo, distrito: Socota",Total,9406,2017
060615,"Cajamarca, Cutervo, distrito: Toribio Casanova",Urbano censal,357,2017
060615,"Cajamarca, Cutervo, distrito: Toribio Casanova",Rural censal,805,2017
060615,"Cajamarca, Cutervo, distrito: Toribio Casanova",Total,1163,2017
060701,"Cajamarca, Hualgayoc, distrito: Bambamarca",Urbano censal,18259,2017
060701,"Cajamarca, Hualgayoc, distrito: Bambamarca",Rural censal,46945,2017
060701,"Cajamarca, Hualgayoc, distrito: Bambamarca",Total,65204,2017
060702,"Cajamarca, Hualgayoc, distrito: Chugur",Urbano censal,332,2017
060702,"Cajamarca, Hualgayoc, distrito: Chugur",Rural censal,2718,2017
060702,"Cajamarca, Hualgayoc, distrito: Chugur",Total,3050,2017
060703,"Cajamarca, Hualgayoc, distrito: Hualgayoc",Urbano censal,3187,2017
060703,"Cajamarca, Hualgayoc, distrito: Hualgayoc",Rural censal,13035,2017
060703,"Cajamarca, Hualgayoc, distrito: Hualgayoc",Total,16223,2017
060801,"Cajamarca, Jaén, distrito: Jaén",Urbano censal,86618,2017
060801,"Cajamarca, Jaén, distrito: Jaén",Rural censal,14301,2017
060801,"Cajamarca, Jaén, distrito: Jaén",Total,100920,2017
060802,"Cajamarca, Jaén, distrito: Bellavista",Urbano censal,7823,2017
060802,"Cajamarca, Jaén, distrito: Bellavista",Rural censal,8258,2017
060802,"Cajamarca, Jaén, distrito: Bellavista",Total,16081,2017
060803,"Cajamarca, Jaén, distrito: Chontali",Urbano censal,1849,2017
060803,"Cajamarca, Jaén, distrito: Chontali",Rural censal,8410,2017
060803,"Cajamarca, Jaén, distrito: Chontali",Total,10260,2017
