ubigeo,distrito,tipo_area,poblacion,anio
020601,"Áncash, Carhuaz, distrito: Carhuaz",Urbano censal,10328,2017
020601,"Áncash, Carhuaz, distrito: Carhuaz",Rural censal,5530,2017
020601,"Áncash, Carhuaz, distrito: Carhuaz",Total,15859,2017
020602,"Áncash, Carhuaz, distrito: Acopampa",Urbano censal,1029,2017
020602,"Áncash, Carhuaz, distrito: Acopampa",Rural censal,1666,2017
020602,"Áncash, Carhuaz, distrito: Acopampa",Total,2696,2017
020603,"Áncash, Carhuaz, distrito: Amashca",Urbano censal,754,2017
020603,"Áncash, Carhuaz, distrito: Amashca",Rural censal,773,2017
020603,"Áncash, Carhuaz, distrito: Amashca",Total,1528,2017
020604,"Áncash, Carhuaz, distrito: Anta",Urbano censal,782,2017
020604,"Áncash, Carhuaz, distrito: Anta",Rural censal,1737,2017
020604,"Áncash, Carhuaz, distrito: Anta",Total,2520,2017
020605,"Áncash, Carhuaz, distrito: Ataquero",Urbano censal,299,2017
020605,"Áncash, Carhuaz, distrito: Ataquero",Rural censal,1274,2017
020605,"Áncash, Carhuaz, distrito: Ataquero",Total,1574,2017
020606,"Áncash, Carhuaz, distrito: Marcara",Urbano censal,3923,2017
020606,"Áncash, Carhuaz, distrito: Marcara",Rural censal,6255,2017
020606,"Áncash, Carhuaz, distrito: Marcara",Total,10178,2017
020607,"Áncash, Carhuaz, distrito: Pariahuanca",Urbano censal,651,2017
020607,"Áncash, Carhuaz, distrito: Pariahuanca",Rural censal,795,2017
020607,"Áncash, Carhuaz, distrito: Pariahuanca",Total,1446,2017
020608,"Áncash, Carhuaz, distrito: San Miguel de Aco",Urbano censal,405,2017
020608,"Áncash, Carhuaz, distrito: San Miguel de Aco",Rural censal,2077,2017
020608,"Áncash, Carhuaz, distrito: San Miguel de Aco",Total,2483,2017
020609,"Áncash, Carhuaz, distrito: Shilla",Urbano censal,1026,2017
020609,"Áncash, Carhuaz, distrito: Shilla",Rural censal,1928,2017
020609,"Áncash, Carhuaz, distrito: Shilla",Total,2955,2017
020610,"Áncash, Carhuaz, distrito: Tinco",Urbano censal,1597,2017
020610,"Áncash, Carhuaz, distrito: Tinco",Rural censal,2010,2017
020610,"Áncash, Carhuaz, distrito: Tinco",Total,3607,2017
020611,"Áncash, Carhuaz, distrito: Yungar",Urbano censal,753,2017
020611,"Áncash, Carhuaz, distrito: Yungar",Rural censal,2469,2017
020611,"Áncash, Carhuaz, distrito: Yungar",Total,3222,2017
020701,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Luis",Urbano censal,3844,2017
020701,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Luis",Rural censal,7311,2017
020701,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Luis",Total,11155,2017
020702,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Nicolás",Urbano censal,1125,2017
020702,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Nicolás",Rural censal,2198,2017
020702,"Áncash, Carlos Fermín Fitzcarrald, distrito: San Nicolás",Total,3324,2017
020703,"Áncash, Carlos Fermín Fitzcarrald, distrito: Yauya",Urbano censal,908,2017
020703,"Áncash, Carlos Fermín Fitzcarrald, distrito: Yauya",Rural censal,3427,2017
020703,"Áncash, Carlos Fermín Fitzcarrald, distrito: Yauya",Total,4336,2017
020801,"Áncash, Casma, distrito: Casma",Urbano censal,34137,2017
020801,"Áncash, Casma, distrito: Casma",Rural censal,3052,2017
020801,"Áncash, Casma, distrito: Casma",Total,37190,2017
020802,"Áncash, Casma, distrito: Buena Vista Alta",Urbano censal,2684,2017
020802,"Áncash, Casma, distrito: Buena Vista Alta",Rural censal,2318,2017
020802,"Áncash, Casma, distrito: Buena Vista Alta",Total,5003,2017
020803,"Áncash, Casma, distrito: Comandante Noel",Urbano censal,1640,2017
020803,"Áncash, Casma, distrito: Comandante Noel",Rural censal,601,2017
020803,"Áncash, Casma, distrito: Comandante Noel",Total,2242,2017
020804,"Áncash, Casma, distrito: Yautan",Urbano censal,3347,2017
020804,"Áncash, Casma, distrito: Yautan",Rural censal,5332,2017
020804,"Áncash, Casma, distrito: Yautan",Total,8680,2017
020901,"Áncash, Corongo, distrito: Corongo",Urbano censal,1337,2017
020901,"Áncash, Corongo, distrito: Corongo",Rural censal,436,2017
020901,"Áncash, Corongo, distrito: Corongo",Total,1774,2017
020902,"Áncash, Corongo, distrito: Aco",Urbano censal,220,2017
020902,"Áncash, Corongo, distrito: Aco",Rural censal,183,2017
020902,"Áncash, Corongo, distrito: Aco",Total,403,2017
020903,"Áncash, Corongo, distrito: Bambas",Urbano censal,399,2017
020903,"Áncash, Corongo, distrito: Bambas",Rural censal,79,2017
020903,"Áncash, Corongo, distrito: Bambas",Total,479,2017
020904,"Áncash, Corongo, distrito: Cusca",Urbano censal,1113,2017
020904,"Áncash, Corongo, distrito: Cusca",Rural censal,1714,2017
020904,"Áncash, Corongo, distrito: Cusca",Total,2827,2017
020905,"Áncash, Corongo, distrito: La Pampa",Urbano censal,820,2017
020905,"Áncash, Corongo, distrito: La Pampa",Rural censal,260,2017
020905,"Áncash, Corongo, distrito: La Pampa",Total,1080,2017
020906,"Áncash, Corongo, distrito: Yanac",Urbano censal,259,2017
020906,"Áncash, Corongo, distrito: Yanac",Rural censal,413,2017
020906,"Áncash, Corongo, distrito: Yanac",Total,672,2017
020907,"Áncash, Corongo, distrito: Yupan",Urbano censal,689,2017
020907,"Áncash, Corongo, distrito: Yupan",Rural censal,45,2017
020907,"Áncash, Corongo, distrito: Yupan",Total,735,2017
021001,"Áncash, Huari, distrito: Huari",Urbano censal,6247,2017
021001,"Áncash, Huari, distrito: Huari",Rural censal,3452,2017
021001,"Áncash, Huari, distrito: Huari",Total,9699,2017
021002,"Áncash, Huari, distrito: Anra",Urbano censal,307,2017
021002,"Áncash, Huari, distrito: Anra",Rural censal,1164,2017
021002,"Áncash, Huari, distrito: Anra",Total,1472,2017
021003,"Áncash, Huari, distrito: Cajay",Urbano censal,683,2017
021003,"Áncash, Huari, distrito: Cajay",Rural censal,2023,2017
021003,"Áncash, Huari, distrito: Cajay",Total,2707,2017
021004,"Áncash, Huari, distrito: Chavin de Huantar",Urbano censal,2413,2017
021004,"Áncash, Huari, distrito: Chavin de Huantar",Rural censal,6096,2017
021004,"Áncash, Huari, distrito: Chavin de Huantar",Total,8509,2017
021005,"Áncash, Huari, distrito: Huacachi",Urbano censal,808,2017
021005,"Áncash, Huari, distrito: Huacachi",Rural censal,1067,2017
021005,"Áncash, Huari, distrito: Huacachi",Total,1876,2017
021006,"Áncash, Huari, distrito: Huacchis",Urbano censal,1017,2017
021006,"Áncash, Huari, distrito: Huacchis",Rural censal,485,2017
021006,"Áncash, Huari, distrito: Huacchis",Total,1502,2017
021007,"Áncash, Huari, distrito: Huachis",Urbano censal,1626,2017
021007,"Áncash, Huari, distrito: Huachis",Rural censal,1962,2017
021007,"Áncash, Huari, distrito: Huachis",Total,3588,2017
021008,"Áncash, Huari, distrito: Huantar",Urbano censal,976,2017
021008,"Áncash, Huari, distrito: Huantar",Rural censal,1795,2017
021008,"Áncash, Huari, distrito: Huantar",Total,2771,2017
021009,"Áncash, Huari, distrito: Masin",Urbano censal,833,2017
021009,"Áncash, Huari, distrito: Masin",Rural censal,618,2017
021009,"Áncash, Huari, distrito: Masin",Total,1451,2017
021010,"Áncash, Huari, distrito: Paucas",Urbano censal,1305,2017
021010,"Áncash, Huari, distrito: Paucas",Rural censal,333,2017
021010,"Áncash, Huari, distrito: Paucas",Total,1639,2017
021011,"Áncash, Huari, distrito: Ponto",Urbano censal,956,2017
021011,"Áncash, Huari, distrito: Ponto",Rural censal,1883,2017
021011,"Áncash, Huari, distrito: Ponto",Total,2839,2017
021012,"Áncash, Huari, distrito: Rahuapampa",Urbano censal,521,2017
021012,"Áncash, Huari, distrito: Rahuapampa",Rural censal,219,2017
021012,"Áncash, Huari, distrito: Rahuapampa",Total,741,2017
021013,"Áncash, Huari, distrito: Rapayan",Urbano censal,699,2017
021013,"Áncash, Huari, distrito: Rapayan",Rural censal,801,2017
021013,"Áncash, Huari, distrito: Rapayan",Total,1501,2017
021014,"Áncash, Huari, distrito: San Marcos",Urbano censal,4739,2017
021014,"Áncash, Huari, distrito: San Marcos",Rural censal,13205,2017
021014,"Áncash, Huari, distrito: San Marcos",Total,17945,2017
021015,"Áncash, Huari, distrito: San Pedro de Chana",Urbano censal,1101,2017
021015,"Áncash, Huari, distrito: San Pedro de Chana",Rural censal,1561,2017
021015,"Áncash, Huari, distrito: San Pedro de Chana",Total,2662,2017
021016,"Áncash, Huari, distrito: Uco",Urbano censal,716,2017
021016,"Áncash, Huari, distrito: Uco",Rural censal,651,2017
021016,"Áncash, Huari, distrito: Uco",Total,1368,2017
021101,"Áncash, Huarmey, distrito: Huarmey",Urbano censal,22525,2017
021101,"Áncash, Huarmey, distrito: Huarmey",Rural censal,3064,2017
021101,"Áncash, Huarmey, distrito: Huarmey",Total,25590,2017
021102,"Áncash, Huarmey, distrito: Cochapeti",Urbano censal,246,2017
021102,"Áncash, Huarmey, distrito: Cochapeti",Rural censal,570,2017
021102,"Áncash, Huarmey, distrito: Cochapeti",Total,816,2017
021103,"Áncash, Huarmey, distrito: Culebras",Urbano censal,1802,2017
021103,"Áncash, Huarmey, distrito: Culebras",Rural censal,1502,2017
021103,"Áncash, Huarmey, distrito: Culebras",Total,3304,2017
021104,"Áncash, Huarmey, distrito: Huayan",Urbano censal,398,2017
021104,"Áncash, Huarmey, distrito: Huayan",Rural censal,574,2017
021104,"Áncash, Huarmey, distrito: Huayan",Total,973,2017
021105,"Áncash, Huarmey, distrito: Malvas",Urbano censal,360,2017
021105,"Áncash, Huarmey, distrito: Malvas",Rural censal,443,2017
021105,"Áncash, Huarmey, distrito: Malvas",Total,804,2017
021201,"Áncash, Huaylas, distrito: Caraz",Urbano censal,15943,2017
021201,"Áncash, Huaylas, distrito: Caraz",Rural censal,9968,2017
021201,"Áncash, Huaylas, distrito: Caraz",Total,25912,2017
021202,"Áncash, Huaylas, distrito: Huallanca",Urbano censal,550,2017
021202,"Áncash, Huaylas, distrito: Huallanca",Rural censal,511,2017
021202,"Áncash, Huaylas, distrito: Huallanca",Total,1062,2017
021203,"Áncash, Huaylas, distrito: Huata",Urbano censal,225,2017
021203,"Áncash, Huaylas, distrito: Huata",Rural censal,1193,2017
021203,"Áncash, Huaylas, distrito: Huata",Total,1419,2017
021204,"Áncash, Huaylas, distrito: Huaylas",Urbano censal,410,2017
021204,"Áncash, Huaylas, distrito: Huaylas",Rural censal,1305,2017
021204,"Áncash, Huaylas, distrito: Huaylas",Total,1716,2017
021205,"Áncash, Huaylas, distrito: Mato",Urbano censal,1025,2017
021205,"Áncash, Huaylas, distrito: Mato",Rural censal,945,2017
021205,"Áncash, Huaylas, distrito: Mato",Total,1970,2017
021206,"Áncash, Huaylas, distrito: Pamparomas",Urbano censal,485,2017
021206,"Áncash, Huaylas, distrito: Pamparomas",Rural censal,7990,2017
021206,"Áncash, Huaylas, distrito: Pamparomas",Total,8476,2017
021207,"Áncash, Huaylas, distrito: Pueblo Libre",Urbano censal,528,2017
021207,"Áncash, Huaylas, distrito: Pueblo Libre",Rural censal,6358,2017
021207,"Áncash, Huaylas, distrito: Pueblo Libre",Total,6887,2017
021208,"Áncash, Huaylas, distrito: Santa Cruz",Urbano censal,732,2017
021208,"Áncash, Huaylas, distrito: Santa Cruz",Rural censal,3850,2017
021208,"Áncash, Huaylas, distrito: Santa Cruz",Total,4582,2017
021209,"Áncash, Huaylas, distrito: Santo Toribio",Urbano censal,283,2017
021209,"Áncash, Huaylas, distrito: Santo Toribio",Rural censal,852,2017
021209,"Áncash, Huaylas, distrito: Santo Toribio",Total,1135,2017
021210,"Áncash, Huaylas, distrito: Yuracmarca",Urbano censal,487,2017
021210,"Áncash, Huaylas, distrito: Yuracmarca",Rural censal,1599,2017
021210,"Áncash, Huaylas, distrito: Yuracmarca",Total,2086,2017
021301,"Áncash, Mariscal Luzuriaga, distrito: Piscobamba",Urbano censal,1508,2017
021301,"Áncash, Mariscal Luzuriaga, distrito: Piscobamba",Rural censal,1670,2017
021301,"Áncash, Mariscal Luzuriaga, distrito: Piscobamba",Total,3179,2017
021302,"Áncash, Mariscal Luzuriaga, distrito: Casca",Urbano censal,352,2017
021302,"Áncash, Mariscal Luzuriaga, distrito: Casca",Rural censal,3673,2017
021302,"Áncash, Mariscal Luzuriaga, distrito: Casca",Total,4025,2017
021303,"Áncash, Mariscal Luzuriaga, distrito: Eleazar Guzmán Barron",Urbano censal,155,2017
021303,"Áncash, Mariscal Luzuriaga, distrito: Eleazar Guzmán Barron",Rural censal,1229,2017
021303,"Áncash, Mariscal Luzuriaga, distrito: Eleazar Guzmán Barron",Total,1384,2017
021304,"Áncash, Mariscal Luzuriaga, distrito: Fidel Olivas Escudero",Urbano censal,175,2017
021304,"Áncash, Mariscal Luzuriaga, distrito: Fidel Olivas Escudero",Rural censal,1854,2017
021304,"Áncash, Mariscal Luzuriaga, distrito: Fidel Olivas Escudero",Total,2029,2017
021305,"Áncash, Mariscal Luzuriaga, distrito: Llama",Urbano censal,152,2017
021305,"Áncash, Mariscal Luzuriaga, distrito: Llama",Rural censal,917,2017
021305,"Áncash, Mariscal Luzuriaga, distrito: Llama",Total,1069,2017
021306,"Áncash, Mariscal Luzuriaga, distrito: Llumpa",Urbano censal,371,2017
021306,"Áncash, Mariscal Luzuriaga, distrito: Llumpa",Rural censal,5819,2017
021306,"Áncash, Mariscal Luzuriaga, distrito: Llumpa",Total,6191,2017
021307,"Áncash, Mariscal Luzuriaga, distrito: Lucma",Urbano censal,131,2017
021307,"Áncash, Mariscal Luzuriaga, distrito: Lucma",Rural censal,2769,2017
021307,"Áncash, Mariscal Luzuriaga, distrito: Lucma",Total,2901,2017
021308,"Áncash, Mariscal Luzuriaga, distrito: Musga",Urbano censal,338,2017
021308,"Áncash, Mariscal Luzuriaga, distrito: Musga",Rural censal,696,2017
021308,"Áncash, Mariscal Luzuriaga, distrito: Musga",Total,1035,2017
021401,"Áncash, Ocros, distrito: Ocros",Urbano censal,878,2017
021401,"Áncash, Ocros, distrito: Ocros",Rural censal,405,2017
021401,"Áncash, Ocros, distrito: Ocros",Total,1283,2017
021402,"Áncash, Ocros, distrito: Acas",Urbano censal,362,2017
021402,"Áncash, Ocros, distrito: Acas",Rural censal,340,2017
021402,"Áncash, Ocros, distrito: Acas",Total,703,2017
021403,"Áncash, Ocros, distrito: Cajamarquilla",Urbano censal,312,2017
021403,"Áncash, Ocros, distrito: Cajamarquilla",Rural censal,8,2017
021403,"Áncash, Ocros, distrito: Cajamarquilla",Total,320,2017
021404,"Áncash, Ocros, distrito: Carhuapampa",Urbano censal,459,2017
021404,"Áncash, Ocros, distrito: Carhuapampa",Rural censal,38,2017
021404,"Áncash, Ocros, distrito: Carhuapampa",Total,498,2017
021405,"Áncash, Ocros, distrito: Cochas",Urbano censal,483,2017
021405,"Áncash, Ocros, distrito: Cochas",Rural censal,1028,2017
021405,"Áncash, Ocros, distrito: Cochas",Total,1512,2017
021406,"Áncash, Ocros, distrito: Congas",Urbano censal,945,2017
021406,"Áncash, Ocros, distrito: Congas",Rural censal,348,2017
021406,"Áncash, Ocros, distrito: Congas",Total,1294,2017
021407,"Áncash, Ocros, distrito: Llipa",Urbano censal,274,2017
021407,"Áncash, Ocros, distrito: Llipa",Rural censal,26,2017
021407,"Áncash, Ocros, distrito: Llipa",Total,300,2017
021408,"Áncash, Ocros, distrito: San Cristóbal de Rajan",Urbano censal,350,2017
021408,"Áncash, Ocros, distrito: San Cristóbal de Rajan",Rural censal,112,2017
021408,"Áncash, Ocros, distrito: San Cristóbal de Rajan",Total,463,2017
021409,"Áncash, Ocros, distrito: San Pedro",Urbano censal,241,2017
021409,"Áncash, Ocros, distrito: San Pedro",Rural censal,428,2017
021409,"Áncash, Ocros, distrito: San Pedro",Total,669,2017
021410,"Áncash, Ocros, distrito: Santiago de Chilcas",Urbano censal,316,2017
021410,"Áncash, Ocros, distrito: Santiago de Chilcas",Rural censal,128,2017
021410,"Áncash, Ocros, distrito: Santiago de Chilcas",Total,445,2017
021501,"Áncash, Pallasca, distrito: Cabana",Urbano censal,1961,2017
021501,"Áncash, Pallasca, distrito: Cabana",Rural censal,647,2017
021501,"Áncash, Pallasca, distrito: Cabana",Total,2609,2017
021502,"Áncash, Pallasca, distrito: Bolognesi",Urbano censal,374,2017
021502,"Áncash, Pallasca, distrito: Bolognesi",Rural censal,696,2017
021502,"Áncash, Pallasca, distrito: Bolognesi",Total,1071,2017
021503,"Áncash, Pallasca, distrito: Conchucos",Urbano censal,4435,2017
021503,"Áncash, Pallasca, distrito: Conchucos",Rural censal,3389,2017
021503,"Áncash, Pallasca, distrito: Conchucos",Total,7825,2017
021504,"Áncash, Pallasca, distrito: Huacaschuque",Urbano censal,221,2017
021504,"Áncash, Pallasca, distrito: Huacaschuque",Rural censal,331,2017
021504,"Áncash, Pallasca, distrito: Huacaschuque",Total,553,2017
021505,"Áncash, Pallasca, distrito: Huandoval",Urbano censal,720,2017
021505,"Áncash, Pallasca, distrito: Huandoval",Rural censal,362,2017
021505,"Áncash, Pallasca, distrito: Huandoval",Total,1083,2017
021506,"Áncash, Pallasca, distrito: Lacabamba",Urbano censal,303,2017
021506,"Áncash, Pallasca, distrito: Lacabamba",Rural censal,234,2017
021506,"Áncash, Pallasca, distrito: Lacabamba",Total,537,2017
021507,"Áncash, Pallasca, distrito: Llapo",Urbano censal,615,2017
021507,"Áncash, Pallasca, distrito: Llapo",Rural censal,15,2017
021507,"Áncash, Pallasca, distrito: Llapo",Total,630,2017
021508,"Áncash, Pallasca, distrito: Pallasca",Urbano censal,1036,2017
021508,"Áncash, Pallasca, distrito: Pallasca",Rural censal,1480,2017
021508,"Áncash, Pallasca, distrito: Pallasca",Total,2517,2017
021509,"Áncash, Pallasca, distrito: Pampas",Urbano censal,2645,2017
021509,"Áncash, Pallasca, distrito: Pampas",Rural censal,1559,2017
021509,"Áncash, Pallasca, distrito: Pampas",Total,4204,2017
021510,"Áncash, Pallasca, distrito: Santa Rosa",Urbano censal,336,2017
021510,"Áncash, Pallasca, distrito: Santa Rosa",Rural censal,798,2017
021510,"Áncash, Pallasca, distrito: Santa Rosa",Total,1135,2017
021511,"Áncash, Pallasca, distrito: Tauca",Urbano censal,1376,2017
021511,"Áncash, Pallasca, distrito: Tauca",Rural censal,1483,2017
021511,"Áncash, Pallasca, distrito: Tauca",Total,2860,2017
021601,"Áncash, Pomabamba, distrito: Pomabamba",Urbano censal,5754,2017
021601,"Áncash, Pomabamba, distrito: Pomabamba",Rural censal,9001,2017
021601,"Áncash, Pomabamba, distrito: Pomabamba",Total,14756,2017
021602,"Áncash, Pomabamba, distrito: Huayllan",Urbano censal,516,2017
021602,"Áncash, Pomabamba, distrito: Huayllan",Rural censal,2615,2017
021602,"Áncash, Pomabamba, distrito: Huayllan",Total,3132,2017
021603,"Áncash, Pomabamba, distrito: Parobamba",Urbano censal,1086,2017
021603,"Áncash, Pomabamba, distrito: Parobamba",Rural censal,5302,2017
021603,"Áncash, Pomabamba, distrito: Parobamba",Total,6388,2017
021604,"Áncash, Pomabamba, distrito: Quinuabamba",Urbano censal,235,2017
021604,"Áncash, Pomabamba, distrito: Quinuabamba",Rural censal,2092,2017
021604,"Áncash, Pomabamba, distrito: Quinuabamba",Total,2328,2017
021701,"Áncash, Recuay, distrito: Recuay",Urbano censal,3294,2017
021701,"Áncash, Recuay, distrito: Recuay",Rural censal,1311,2017
021701,"Áncash, Recuay, distrito: Recuay",Total,4606,2017
021702,"Áncash, Recuay, distrito: Catac",Urbano censal,2778,2017
021702,"Áncash, Recuay, distrito: Catac",Rural censal,1259,2017
021702,"Áncash, Recuay, distrito: Catac",Total,4038,2017
021703,"Áncash, Recuay, distrito: Cotaparaco",Urbano censal,379,2017
021703,"Áncash, Recuay, distrito: Cotaparaco",Rural censal,48,2017
021703,"Áncash, Recuay, distrito: Cotaparaco",Total,427,2017
021704,"Áncash, Recuay, distrito: Huayllapampa",Urbano censal,352,2017
021704,"Áncash, Recuay, distrito: Huayllapampa",Rural censal,311,2017
